Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	721.00	25,152	25.0	1.0359	4.5	92%	1	0	0
Cloudtail India	721.00	1,299,289	25.0	1.0359	4.5	92%	1	1	1
JBCPD	759.00	32,618	63.0	1.0905	4.5	93%	1	0	0
ReaderBooks	696.00	442	0.0	1.0	4	73%	0	0	0
Yashoda Jagannath Books & Gifts	841.00	25	145.0	1.2083	4.5	88%	0	0	0
Inetrade India	821.38	3,256	125.38	1.1801	4	75%	0	0	0
Sunrise Book store	780.00	1,359	84.0	1.1207	3.5	61%	0	0	0
MK BOOKS INDIA	935.00	2,249	239.0	1.3434	2.5	34%	0	0	0
DaryaGanjBooks	832.00	1	136.0	1.1954	5	100%	0	0	0
Kushii Radiance Bookshop	842.00	63	146.0	1.2098	4.5	84%	0	0	0
radhika A communication	888.00	29	192.0	1.2759	4	77%	0	0	0
V5MARK	847.00	8	151.0	1.217	4	75%	0	0	0
BooksRaja	859.00	171	163.0	1.2342	4.5	85%	0	0	0
BOOK CENTRE	946.00	862	250.0	1.3592	4	81%	0	0	0
Books-a-zillion	935.00	89	239.0	1.3434	4	82%	0	0	0
Booksmandi	935.00	2,531	239.0	1.3434	4.5	89%	0	0	0
SAI BOOKS	925.00	181	229.0	1.329	3	46%	0	0	0
Ebookstore	1161.00	522	465.0	1.6681	4.5	85%	0	0	0
Book eHub	1214.00	32	518.0	1.7443	4	72%	0	0	0
ASIAN TREASURES	1238.00	18	542.0	1.7787	4.5	94%	0	0	0
Sunrise Book store	801.00	1,359	105.0	1.1509	3.5	61%	0	0	0
Books-a-zillion	935.00	89	239.0	1.3434	4	82%	0	0	0
SAI BOOKS	925.00	181	229.0	1.329	3	46%	0	0	0
SAI BOOKS	1202.00	181	506.0	1.727	3	46%	0	0	0
Speedy_Books	1464.00	490	768.0	2.1034	4.5	81%	0	0	0
Payal Books	3333.00	657	2637.0	4.7888	3	52%	0	0	0
