Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	336.07	17,787	75.0	1.2873	4.5	95%	1	0	0
uRead-Store	336.07	25,138	75.0	1.2873	4.5	92%	1	0	1
Inetrade India	261.07	3,254	0.0	1.0	4	75%	0	0	0
ReadAhead	359.00	213	97.93	1.3751	4	79%	0	0	0
Santusti Enterprises	399.00	26	137.93	1.5283	4	81%	0	0	0
ScribbleGraffito	331.17	29	70.1	1.2685	4.5	91%	0	0	0
mansion books	620.00	86	358.93	2.3748	4.5	86%	0	0	0
Bookswagon	781.00	6,382	519.93	2.9915	4	70%	0	0	0
Sunrise Book store	840.00	1,358	578.93	3.2175	3.5	61%	0	0	0
etohfa	2301.00	23	2039.93	8.8137	5	100%	0	0	0
ReadAhead	359.00	213	97.93	1.3751	4	79%	0	0	0
Sunrise Book store	779.00	1,358	517.93	2.9839	3.5	61%	0	0	0
