Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
PFS_Store	383.00	5	48.0	1.1433	2.5	40%	0	0	0
J B Books Sellers & Distributors	335.00	770	0.0	1.0	4	81%	0	0	0
NIZAM BOOKS	399.00	25	64.0	1.191	4	76%	0	0	0
MK BOOKS INDIA	800.00	2,249	465.0	2.3881	2.5	34%	0	0	0
Inetrade India	738.92	3,256	403.92	2.2057	4	75%	0	0	1
Books-a-zillion	709.00	89	374.0	2.1164	4	82%	0	0	0
Sunrise Book store	699.00	1,359	364.0	2.0866	3.5	61%	0	0	0
radhika A communication	760.00	29	425.0	2.2687	4	77%	0	0	0
Kushii Radiance Bookshop	720.00	63	385.0	2.1493	4.5	84%	0	0	0
BooksRaja	723.00	171	388.0	2.1582	4.5	85%	0	0	0
BookAdda	800.00	365	465.0	2.3881	3	46%	0	0	0
V5MARK	731.00	8	396.0	2.1821	4	75%	0	0	0
BOOK CENTRE	796.00	862	461.0	2.3761	4	81%	0	0	0
SHIVAYA BOOKS	709.00	12	374.0	2.1164	2.5	33%	0	0	0
Manila Books Services	800.00	13	465.0	2.3881	4.5	92%	0	0	0
SAI BOOKS	701.00	181	366.0	2.0925	3	46%	0	0	0
Booksmandi	760.00	2,531	425.0	2.2687	4.5	89%	0	0	0
Ebookstore	1042.00	522	707.0	3.1104	4.5	85%	0	0	0
Book eHub	1102.00	32	767.0	3.2896	4	72%	0	0	0
ASIAN TREASURES	1119.00	18	784.0	3.3403	4.5	94%	0	0	0
Books-a-zillion	800.00	89	465.0	2.3881	4	82%	0	0	0
SAI BOOKS	792.00	181	457.0	2.3642	3	46%	0	0	0
Speedy_Books	1225.00	490	890.0	3.6567	4.5	81%	0	0	0
