Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
FORT BOOK Distributors	330.00	7	56.0	1.2044	4.5	100%	0	0	0
World500	339.00	3,272	65.0	1.2372	4	76%	0	0	0
Rk & company	274.00	36	0.0	1.0	3.5	65%	0	0	0
uRead-Store	349.00	25,146	75.0	1.2737	4.5	92%	1	0	1
Read factor	349.00	1,532	75.0	1.2737	3.5	67%	0	0	0
Inetrade India	326.48	3,254	52.48	1.1915	4	75%	0	0	0
AskTech Books	380.00	2	106.0	1.3869	2.5	50%	0	0	0
Books For All	469.00	314	195.0	1.7117	4	81%	1	0	0
Skycart	409.00	479	135.0	1.4927	4.5	90%	0	0	0
MK BOOKS INDIA	499.00	2,249	225.0	1.8212	2.5	34%	0	0	0
siddharth books	439.00	51	165.0	1.6022	2.5	36%	0	0	0
Buy Amazing Books	549.00	3,558	275.0	2.0036	3	51%	0	0	0
A to Z Book House	499.00	1,275	225.0	1.8212	3	46%	0	0	0
Bookswagon	786.00	6,387	512.0	2.8686	4	70%	0	0	0
Bookswagon	787.00	6,387	513.0	2.8723	4	70%	0	0	0
Sunrise Book store	810.00	1,359	536.0	2.9562	3.5	61%	0	0	0
Sunrise Book store	785.00	1,359	511.0	2.865	3.5	61%	0	0	0
