Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	329.00	1,526	19.0	1.0613	3.5	67%	0	0	0
World500	339.00	3,268	29.0	1.0935	4	76%	0	0	0
PKS RETAIL	352.00	4	42.0	1.1355	5	100%	0	0	0
Amazing_Buy	355.00	17,787	45.0	1.1452	4.5	95%	1	0	1
uRead-Store	355.00	25,134	45.0	1.1452	4.5	92%	1	0	0
Jiffikart	310.00	14	0.0	1.0	4	71%	0	0	0
star Book House Hyd	320.00	73	10.0	1.0323	3.5	61%	0	0	0
Inetrade India	326.48	3,253	16.48	1.0532	4	75%	0	0	0
MK BOOKS INDIA	424.00	2,247	114.0	1.3677	2.5	34%	0	0	0
Sri Ganesha Books	359.00	382	49.0	1.1581	4	82%	0	0	0
AskTech Books	380.00	2	70.0	1.2258	2.5	50%	0	0	0
A Mind's Bookstore	364.00	1,409	54.0	1.1742	4.5	89%	0	0	0
MONOBO BOOKS	364.00	117	54.0	1.1742	4.5	86%	0	0	0
ReadAhead	449.00	213	139.0	1.4484	4	79%	0	0	0
Bookflow	449.10	3,100	139.1	1.4487	3.5	67%	0	0	0
O_Store	374.25	593	64.25	1.2073	4.5	87%	0	0	0
Goodread Bookstore	459.00	579	149.0	1.4806	5	97%	1	0	0
SBM Enterprises	369.26	48	59.26	1.1912	4	75%	0	0	0
Sunrise Book store	389.00	1,357	79.0	1.2548	3.5	61%	0	0	0
HERITAGE PUBLISHERS	474.00	783	164.0	1.529	4.5	94%	0	0	0
Skycart	409.00	479	99.0	1.3194	4.5	90%	0	0	0
BSK Book	489.00	159	179.0	1.5774	3.5	60%	0	0	0
Booknow	389.00	898	79.0	1.2548	4	80%	0	0	0
ScribbleGraffito	414.17	29	104.17	1.336	4.5	91%	0	0	0
S B T books	462.00	113	152.0	1.4903	4.5	88%	0	0	0
W S Retaill	461.00	34	151.0	1.4871	3.5	69%	0	0	0
Buy Amazing Books	499.00	3,554	189.0	1.6097	3	51%	0	0	0
Royal500	499.00	881	189.0	1.6097	4.5	92%	0	0	0
Santusti Enterprises	499.00	26	189.0	1.6097	4	81%	0	0	0
Rama BOOKS	389.22	6	79.22	1.2555	3.5	67%	0	0	0
Suraj Trading - Express Delivery	405.00	48	95.0	1.3065	3	53%	0	0	0
BooksRaja	405.00	171	95.0	1.3065	4.5	85%	0	0	0
Book store01	479.00	11	169.0	1.5452	3	45%	0	0	0
CrossWord Books	459.00	116	149.0	1.4806	5	95%	0	0	0
MEETA BOOKS	449.00	47	139.0	1.4484	2.5	36%	0	0	0
dealstar	520.00	6,596	210.0	1.6774	4.5	85%	0	0	0
The Grand_Store	490.00	10	180.0	1.5806	3	50%	0	0	0
BookInc	450.00	17	140.0	1.4516	4.5	94%	0	0	0
amazingbuy_	449.00	1	139.0	1.4484	5	100%	0	0	0
BookAdda	459.00	365	149.0	1.4806	3	47%	0	0	0
BSK Book	489.00	159	179.0	1.5774	3.5	60%	0	0	0
ScribbleGraffito	414.17	29	104.17	1.336	4.5	91%	0	0	0
BOOKKR	499.00	5	189.0	1.6097	3.5	60%	0	0	0
Books-a-zillion	449.10	89	139.1	1.4487	4	82%	0	0	0
A to Z Book House	499.00	1,275	189.0	1.6097	3	46%	0	0	0
SAI BOOKS	494.00	181	184.0	1.5935	3	46%	0	0	0
Bookswagon	710.00	6,382	400.0	2.2903	4	70%	0	0	0
INFINITE BOOKS	1145.48	286	835.48	3.6951	5	99%	0	0	0
Global Klamp	2116.00	38	1806.0	6.8258	4.5	95%	0	0	0
etohfa	2185.00	23	1875.0	7.0484	5	100%	0	0	0
S B T books	464.00	113	154.0	1.4968	4.5	88%	0	0	0
W S Retaill	461.00	34	151.0	1.4871	3.5	69%	0	0	0
CrossWord Books	459.00	116	149.0	1.4806	5	95%	0	0	0
BOOKKR	499.00	5	189.0	1.6097	3.5	60%	0	0	0
SAI BOOKS	494.00	181	184.0	1.5935	3	46%	0	0	0
Sunrise Book store	705.00	1,357	395.0	2.2742	3.5	61%	0	0	0
