Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	2211.00	14,538	41.0	1.0189	4.5	94%	0	0	0
Peacockbooks	2170.00	2,801	0.0	1.0	4.5	92%	0	0	0
Cloudtail India	2323.00	1,299,242	153.0	1.0705	4.5	92%	1	1	1
MK BOOKS INDIA	2323.00	2,247	153.0	1.0705	2.5	34%	0	0	0
Bookswagon	2294.00	6,382	124.0	1.0571	4	70%	0	0	0
INFINITE BOOKS	2479.87	287	309.87	1.1428	5	99%	0	0	0
Sunrise Book store	2346.00	1,358	176.0	1.0811	3.5	61%	0	0	0
RCPL Book$ Masion	2953.00		783.0	1.3608			0	0	0
Fast Media 2	3290.67	6,005	1120.67	1.5164	4	72%	0	0	0
D R	3410.00	12,169	1240.0	1.5714	4	82%	0	0	0
Bookswagon	2376.00	6,382	206.0	1.0949	4	70%	0	0	0
Bookswagon	2951.00	6,382	781.0	1.3599	4	70%	0	0	0
Peacockbooks	3048.00	2,801	878.0	1.4046	4.5	92%	0	0	0
Fast Media 2	3569.00	6,005	1399.0	1.6447	4	72%	0	0	0
Repro Books-On-Demand	3909.00	8,429	1739.0	1.8014	4.5	94%	1	0	0
etohfa	3950.00	23	1780.0	1.8203	5	100%	0	0	0
ReproIndia	3909.00	924	1739.0	1.8014	4	79%	0	0	0
