Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
ENVYBOOKCENTRE	399.00	5	72.52	1.2221	4	80%	0	0	0
Trans Infopreneur Inc	401.00	218	74.52	1.2283	4.5	94%	1	0	0
Amazing_Buy	401.00	17,787	74.52	1.2283	4.5	95%	1	0	0
uRead-Store	401.00	25,138	74.52	1.2283	4.5	92%	1	0	1
Inetrade India	326.48	3,253	0.0	1.0	4	75%	0	0	0
MK BOOKS INDIA	424.00	2,247	97.52	1.2987	2.5	34%	0	0	0
Goodread Bookstore	444.00	579	117.52	1.36	5	97%	1	0	0
EXCELLENT BOOK SERVICE	399.20	12	72.72	1.2227	3	50%	0	0	0
A to Z Book House	499.00	1,275	172.52	1.5284	3	46%	0	0	0
Atlantic Publishers and Distributors	550.00	14,538	223.52	1.6846	4.5	94%	0	0	0
Trans Infopreneur Inc	402.48	218	76.0	1.2328	4.5	94%	0	0	0
Bookswagon	656.00	6,382	329.52	2.0093	4	70%	0	0	0
Peacockbooks	605.00	2,801	278.52	1.8531	4.5	92%	0	0	0
Sunrise Book store	649.00	1,358	322.52	1.9879	3.5	61%	0	0	0
B2A UK	940.00	6,928	613.52	2.8792	4.5	83%	0	0	0
D R	1114.00	12,168	787.52	3.4122	4	82%	0	0	0
