Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SVBC	500.00	19	0.0	1.0	5	100%	0	0	0
uRead-Store	649.00	25,138	149.0	1.298	4.5	92%	1	0	1
R-our Book	599.00	1,304	99.0	1.198	4	77%	0	0	0
Inetrade India	586.89	3,253	86.89	1.1738	4	75%	0	0	0
MK BOOKS INDIA	679.00	2,247	179.0	1.358	2.5	34%	0	0	0
Lot Book	716.00	177	216.0	1.432	4.5	88%	0	0	0
iTippi Book	680.00	108	180.0	1.36	4.5	91%	0	0	0
Suryan Books	639.00	39	139.0	1.278	4.5	95%	0	0	0
Resource book store	679.00	1	179.0	1.358	5	100%	0	0	0
Abhinav Books Store	703.12	60	203.12	1.4062	3	53%	0	0	0
EXCELLENT BOOK SERVICE	639.20	12	139.2	1.2784	3	50%	0	0	0
DONE DEAL	850.00	327	350.0	1.7	4.5	98%	0	0	0
SAI BOOKS	791.00	181	291.0	1.582	3	46%	0	0	0
BOOKZONE INDIA	1000.00	158	500.0	2.0	4.5	100%	1	0	0
Ambe Books	1162.89	2	662.89	2.3258	3	50%	0	0	0
Ginni Books	1162.99	9	662.99	2.326	4.5	89%	0	0	0
Atlantic Publishers and Distributors	1485.00	14,538	985.0	2.97	4.5	94%	0	0	0
Peacockbooks	1558.00	2,801	1058.0	3.116	4.5	92%	0	0	0
B2A UK	1674.00	6,928	1174.0	3.348	4.5	83%	0	0	0
Bookswagon	1691.00	6,382	1191.0	3.382	4	70%	0	0	0
Abhinav Books Store	719.10	60	219.1	1.4382	3	53%	0	0	0
Sunrise Book store	1676.00	1,358	1176.0	3.352	3.5	61%	0	0	0
Fast Media 2	2287.69	6,006	1787.69	4.5754	4	72%	0	0	0
SmartGlobal	2366.00	212	1866.0	4.732	3	50%	0	0	0
INFINITE BOOKS	2431.81	287	1931.81	4.8636	5	99%	0	0	0
