Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	120.00	1,299,283	0.0	1.0	4.5	92%	1	1	1
Read factor	131.00	1,532	11.0	1.0917	3.5	67%	0	0	0
Buy Amazing Books	135.00	3,558	15.0	1.125	3	51%	0	0	0
World500	135.00	3,276	15.0	1.125	4	76%	0	0	0
uRead-Store	149.24	25,150	29.24	1.2437	4.5	92%	1	0	0
PKS RETAIL	180.00	4	60.0	1.5	5	100%	0	0	0
COSTA BOOK	199.00	1	79.0	1.6583	1	0%	0	0	0
Buy24*7	199.00	19	79.0	1.6583	4.5	89%	0	0	0
AskTech Books	155.00	2	35.0	1.2917	2.5	50%	0	0	0
AAYU BOOK CENTRE	139.00		19.0	1.1583			0	0	0
O_Store	143.28	593	23.28	1.194	4.5	87%	0	0	0
BSK Book	189.00	160	69.0	1.575	3.5	61%	0	0	0
Winmaarc	230.00	118	110.0	1.9167	3.5	68%	0	0	0
CrossWord Books	183.00	116	63.0	1.525	5	95%	0	0	0
Suryan Books	159.00	39	39.0	1.325	4.5	95%	0	0	0
aspire india	159.00	332	39.0	1.325	4	72%	0	0	0
GBD BOOKS	159.00	232	39.0	1.325	4	68%	0	0	0
Book store01	199.00	14	79.0	1.6583	3.5	57%	0	0	0
Sunrise Book store	181.00	1,359	61.0	1.5083	3.5	61%	0	0	0
ScribbleGraffito	159.20	29	39.2	1.3267	4.5	91%	0	0	0
BOOKBUZZ	139.30	99	19.3	1.1608	4.5	93%	0	0	0
BuyYourBooks	139.30	7	19.3	1.1608	4.5	100%	0	0	0
RSONS	166.00	481	46.0	1.3833	4.5	84%	0	0	0
Abhinav Books Store	175.12	60	55.12	1.4593	3	53%	0	0	0
S B T books	185.00	113	65.0	1.5417	4.5	88%	0	0	0
W S Retaill	184.00	34	64.0	1.5333	3.5	68%	0	0	0
Resource book store	169.00	1	49.0	1.4083	5	100%	0	0	0
Royal500	248.00	882	128.0	2.0667	4.5	92%	0	0	0
Wish Your Book	169.15		49.15	1.4096			0	0	0
BookInc	180.00	17	60.0	1.5	4.5	94%	0	0	0
Sunrys	180.00	3	60.0	1.5	3.5	67%	0	0	0
The Grand_Store	220.00	10	100.0	1.8333	3	50%	0	0	0
Suraj Trading - Express Delivery	162.00	48	42.0	1.35	3	53%	0	0	0
BOOKKR	229.00	5	109.0	1.9083	3.5	60%	0	0	0
GBD Publishers	169.00	47	49.0	1.4083	4	79%	0	0	0
BooksRaja	172.00	171	52.0	1.4333	4.5	85%	0	0	0
Books-a-zillion	179.10	89	59.1	1.4925	4	82%	0	0	0
A to Z Book House	199.00	1,275	79.0	1.6583	3	46%	0	0	0
Mumbai gift corner	302.00	720	182.0	2.5167	4.5	89%	0	0	0
Special Library	242.00	57	122.0	2.0167	4	74%	0	0	0
Winmaarc	231.00	118	111.0	1.925	3.5	68%	0	0	0
CrossWord Books	183.00	116	63.0	1.525	5	95%	0	0	0
ScribbleGraffito	165.17	29	45.17	1.3764	4.5	91%	0	0	0
Abhinav Books Store	179.10	60	59.1	1.4925	3	53%	0	0	0
ROSHAN COLLECTION	238.92		118.92	1.991			0	0	0
Ambe Books	274.94	2	154.94	2.2912	3	50%	0	0	0
Ginni Books	274.97	9	154.97	2.2914	4.5	89%	0	0	0
Ambe Books	274.97	2	154.97	2.2914	3	50%	0	0	0
Ginni Books	275.04	9	155.04	2.292	4.5	89%	0	0	0
