Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	593.00	1,528	0.0	1.0	3.5	67%	0	0	0
World500	602.00	3,268	9.0	1.0152	4	76%	0	0	0
Pillbooks	674.00		81.0	1.1366			0	0	0
Inetrade India	652.30	3,253	59.3	1.1	4	75%	0	0	1
BSK Book	849.00	160	256.0	1.4317	3.5	61%	0	0	0
CrossWord Books	827.00	116	234.0	1.3946	5	95%	0	0	0
Buy Amazing Books	899.00	3,554	306.0	1.516	3	51%	0	0	0
Book store01	899.00	14	306.0	1.516	3.5	57%	0	0	0
BOOKKR	899.00	5	306.0	1.516	3.5	60%	0	0	0
Reader's stock	800.00	34	207.0	1.3491	4.5	100%	0	0	0
Ginni Books	911.12	9	318.12	1.5365	4.5	89%	0	0	0
Ambe Books	911.12	2	318.12	1.5365	3	50%	0	0	0
W S Retaill	832.00	34	239.0	1.403	3.5	68%	0	0	0
Sunrise Book store	3126.00	1,358	2533.0	5.2715	3.5	61%	0	0	0
Sunrise Book store	3798.00	1,358	3205.0	6.4047	3.5	61%	0	0	0
D R	3924.00	12,168	3331.0	6.6172	4	82%	0	0	0
siddharth books	3800.00	51	3207.0	6.4081	2.5	36%	0	0	0
