Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books on Demand	362.00	3,418	0.0	1.0	4.5	93%	1	0	0
Cloudtail India	362.00	1,299,163	0.0	1.0	4.5	92%	1	1	1
uRead-Store	362.00	25,131	0.0	1.0	4.5	92%	1	0	0
Read factor	363.00	1,517	1.0	1.0028	3.5	67%	0	0	0
World500	369.00	3,248	7.0	1.0193	4	76%	0	0	0
Buy Amazing Books	385.00	3,536	23.0	1.0635	3	51%	0	0	0
Inetrade India	403.44	3,250	41.44	1.1145	4	75%	0	0	0
Best Price_	450.00	224	88.0	1.2431	4	82%	0	0	0
AskTech Books	416.00	2	54.0	1.1492	2.5	50%	0	0	0
Royal500	496.00	875	134.0	1.3702	4.5	92%	0	0	0
Sri Ganesha Books	396.00	382	34.0	1.0939	4	82%	0	0	0
Book Selection Centre	413.00	136	51.0	1.1409	4.5	96%	0	0	0
FOUNTAINHEAD	396.00	98	34.0	1.0939	4.5	91%	0	0	0
SBM Enterprises	407.00	48	45.0	1.1243	4	75%	0	0	0
A Mind's Bookstore	401.00	1,409	39.0	1.1077	4.5	89%	0	0	0
Comma365	471.00	2,242	109.0	1.3011	4.5	95%	0	0	0
The Bookhive	440.00	43	78.0	1.2155	4	80%	0	0	0
Booknow	429.00	898	67.0	1.1851	4	80%	0	0	0
MegaOnlineDeals	447.00	187	85.0	1.2348	4	79%	0	0	0
Suraj Trading - Express Delivery	447.00	48	85.0	1.2348	3	53%	0	0	0
The Bookhive	440.00	43	78.0	1.2155	4	80%	0	0	0
MK BOOKS INDIA	550.00	2,247	188.0	1.5193	2.5	34%	0	0	0
Buy24*7	550.00	19	188.0	1.5193	4.5	89%	0	0	0
Booksmandi	440.00	2,530	78.0	1.2155	4.5	89%	0	0	0
BW ENTERPRISES	424.00	44	62.0	1.1713	4	79%	0	0	0
BW ENTERPRISES	429.00	44	67.0	1.1851	4	79%	0	0	0
A to Z Book House	550.00	1,275	188.0	1.5193	3	46%	0	0	0
Universal Books House	786.00	1	424.0	2.1713	5	100%	0	0	0
