Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Okhla Book Distributor	270.00	60	0.0	1.0	4.5	95%	0	0	1
Suryan Books	304.00	39	34.0	1.1259	4.5	95%	0	0	0
Darth Vader	310.00	61	40.0	1.1481	4	77%	0	0	0
Nanhi Shop	314.00	53	44.0	1.163	3	51%	0	0	0
V5MARK	298.00	8	28.0	1.1037	4	75%	0	0	0
BooksRaja	311.00	171	41.0	1.1519	4.5	85%	0	0	0
Sameer Book Depot	370.00	35	100.0	1.3704	3.5	58%	0	0	0
Books-a-zillion	380.00	89	110.0	1.4074	4	82%	0	0	0
Ginni Books	489.28	9	219.28	1.8121	4.5	89%	0	0	0
Ambe Books	489.38	2	219.38	1.8125	3	50%	0	0	0
