Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	267.00	3,277	5.93	1.0227	4	76%	0	0	0
Buy Amazing Books	271.00	3,558	9.93	1.038	3	51%	0	0	0
ApnaBazzar	299.00	49	37.93	1.1453	3.5	63%	0	0	0
ABRB	334.00	60	72.93	1.2794	4	82%	0	0	0
Inetrade India	261.07	3,256	0.0	1.0	4	75%	0	0	0
Cloudtail India	341.00	1,299,289	79.93	1.3062	4.5	92%	1	1	1
A Mind's Bookstore	299.00	1,409	37.93	1.1453	4.5	89%	0	0	0
BookInc	320.00	17	58.93	1.2257	4.5	94%	0	0	0
BOOKS MASTER	345.00	22	83.93	1.3215	4	77%	0	0	0
Suryan Books	319.00	39	57.93	1.2219	4.5	95%	0	0	0
Comma365	368.00	2,242	106.93	1.4096	4.5	95%	0	0	0
PURVI MARKETING SOLUTIONS	350.00	25	88.93	1.3406	4.5	92%	0	0	0
CNA Bookstore	300.00	477	38.93	1.1491	4.5	95%	0	0	0
V5MARK	334.00	8	72.93	1.2794	4	75%	0	0	0
Okhla Book Distributor	310.00	60	48.93	1.1874	4.5	95%	0	0	0
BooksRaja	350.00	171	88.93	1.3406	4.5	85%	0	0	0
Jain Book Agency	375.00	964	113.93	1.4364	3.5	68%	0	0	0
PRISM ONLINE	399.00	62	137.93	1.5283	4	68%	0	0	0
Shivank Books	380.00	79	118.93	1.4555	4	78%	0	0	0
BSC Publishers & Distributors	399.00	155	137.93	1.5283	4.5	94%	0	0	0
Booksmandi	380.00	2,531	118.93	1.4555	4.5	89%	0	0	0
Books-a-zillion	379.05	89	117.98	1.4519	4	82%	0	0	0
The Grand_Store	460.00	10	198.93	1.762	3	50%	0	0	0
Books-a-zillion	399.00	89	137.93	1.5283	4	82%	0	0	0
SAI BOOKS	395.00	181	133.93	1.513	3	46%	0	0	0
