Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
MM Books Shop	230.00	4	0.0	1.0	5	100%	0	0	0
Cloudtail India	512.00	1,299,238	282.0	2.2261	4.5	92%	1	1	1
Prem Books	512.00	25	282.0	2.2261	4	83%	1	0	0
MADAAN BOOK COLLECTION	385.00	109	155.0	1.6739	4	86%	0	0	0
bookshopToday	625.00	15	395.0	2.7174	4.5	91%	0	0	0
EPD Books	591.00	12	361.0	2.5696	4	75%	0	0	0
O_Store	615.00	593	385.0	2.6739	4.5	87%	0	0	0
Rama BOOKS	630.00	6	400.0	2.7391	3.5	67%	0	0	0
ds distributors	675.00		445.0	2.9348			0	0	0
MK BOOKS INDIA	750.00	2,247	520.0	3.2609	2.5	34%	0	0	0
uRead-Store	766.00	25,138	536.0	3.3304	4.5	92%	1	0	0
Kushii Radiance Bookshop	675.00	63	445.0	2.9348	4.5	84%	0	0	0
Sunrise Book store	659.00	1,358	429.0	2.8652	3.5	61%	0	0	0
jeetbookshouse	699.00		469.0	3.0391			0	0	0
V5MARK	688.00	8	458.0	2.9913	4	75%	0	0	0
NEWLIGHT BOOK HOUSE	699.00	135	469.0	3.0391	3.5	67%	0	0	0
Bookswagon	727.00	6,382	497.0	3.1609	4	70%	0	0	0
Booksmandi	713.00	2,531	483.0	3.1	4.5	89%	0	0	0
MANJU INTERNATIONAL	750.00	86	520.0	3.2609	4	79%	0	0	0
BOOK CENTRE	750.00	862	520.0	3.2609	4	81%	0	0	0
MM Books Shop	300.00	4	70.0	1.3043	5	100%	0	0	0
Ebookstore	849.00	522	619.0	3.6913	4.5	85%	0	0	0
Manila Books Services	750.00	13	520.0	3.2609	4.5	92%	0	0	0
Books-a-zillion	750.00	89	520.0	3.2609	4	82%	0	0	0
The Grand_Store	820.00	10	590.0	3.5652	3	50%	0	0	0
ASIAN TREASURES	925.00	18	695.0	4.0217	4.5	94%	0	0	0
SAI BOOKS	742.00	181	512.0	3.2261	3	46%	0	0	0
Book eHub	1061.00	32	831.0	4.613	4	72%	0	0	0
Speedy_Books	1110.00	490	880.0	4.8261	4.5	81%	0	0	0
etohfa	3307.00	23	3077.0	14.3783	5	100%	0	0	0
Books-a-zillion	750.00	89	520.0	3.2609	4	82%	0	0	0
SAI BOOKS	742.00	181	512.0	3.2261	3	46%	0	0	0
