Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	745.00	1,299,225	99.0	1.1533	4.5	92%	1	1	1
Alhaan Enterprises	646.00		0.0	1.0			0	0	0
Mittal Books India	830.00	15,728	184.0	1.2848	4.5	95%	1	0	0
ReaderBooks	762.00	441	116.0	1.1796	4	72%	0	0	0
uRead-Store	851.00	25,135	205.0	1.3173	4.5	92%	1	0	0
Inetrade India	816.80	3,253	170.8	1.2644	4	75%	0	0	0
MK BOOKS INDIA	929.00	2,247	283.0	1.4381	2.5	34%	0	0	0
Rama BOOKS	780.36	6	134.36	1.208	3.5	67%	0	0	0
Sunrise Book store	796.00	1,358	150.0	1.2322	3.5	61%	0	0	0
radhika A communication	882.00	29	236.0	1.3653	4	78%	0	0	0
V5MARK	842.00	8	196.0	1.3034	4	75%	0	0	0
BooksRaja	854.00	171	208.0	1.322	4.5	85%	0	0	0
CB-India	819.00	3,033	173.0	1.2678	4.5	95%	0	0	0
BOOK CENTRE	940.00	862	294.0	1.4551	4	81%	0	0	0
Books-a-zillion	929.00	89	283.0	1.4381	4	82%	0	0	0
ALL INDIA BOOK STORE	999.00	9	353.0	1.5464	3.5	67%	0	0	0
SAI BOOKS	919.00	181	273.0	1.4226	3	46%	0	0	0
Ebookstore	1156.00	522	510.0	1.7895	4.5	85%	0	0	0
The Best Book Store	1090.00	55	444.0	1.6873	3.5	54%	0	0	0
Book eHub	1209.00	32	563.0	1.8715	4	74%	0	0	0
Books-a-zillion	929.00	89	283.0	1.4381	4	82%	0	0	0
SAI BOOKS	919.00	181	273.0	1.4226	3	46%	0	0	0
ASIAN TREASURES	1233.00	18	587.0	1.9087	4.5	94%	0	0	0
Speedy_Books	1484.00	490	838.0	2.2972	4.5	81%	0	0	0
