Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	679.00	3,277	79.0	1.1317	4	76%	0	0	0
uRead-Store	680.00	25,151	80.0	1.1333	4.5	92%	1	0	1
mansion books	600.00	86	0.0	1.0	4.5	86%	0	0	0
Inetrade India	761.31	3,255	161.31	1.2688	4	75%	0	0	0
MK BOOKS INDIA	849.00	2,249	249.0	1.415	2.5	34%	0	0	0
AskTech Books	753.00	2	153.0	1.255	2.5	50%	0	0	0
Booknow	779.00	898	179.0	1.2983	4	80%	0	0	0
Suraj Trading - Express Delivery	812.00	48	212.0	1.3533	3	53%	0	0	0
HERITAGE PUBLISHERS	949.00	783	349.0	1.5817	4.5	94%	0	0	0
Resource book store	849.00	1	249.0	1.415	5	100%	0	0	0
CrossWord Books	919.00	116	319.0	1.5317	5	95%	0	0	0
Buy Amazing Books	999.00	3,558	399.0	1.665	3	51%	0	0	0
Royal500	999.00	882	399.0	1.665	4.5	92%	0	0	0
Book store01	999.00	14	399.0	1.665	3.5	57%	0	0	0
Abhinav Books Store	879.12	60	279.12	1.4652	3	53%	0	0	0
A to Z Book House	999.00	1,275	399.0	1.665	3	46%	0	0	0
S B T books	929.00	113	329.0	1.5483	4.5	88%	0	0	0
SAI BOOKS	989.00	181	389.0	1.6483	3	46%	0	0	0
W S Retaill	922.00	34	322.0	1.5367	3.5	68%	0	0	0
Atlantic Publishers and Distributors	1524.00	14,540	924.0	2.54	4.5	94%	0	0	0
CrossWord Books	919.00	116	319.0	1.5317	5	95%	0	0	0
Abhinav Books Store	899.10	60	299.1	1.4985	3	53%	0	0	0
Peacockbooks	1612.00	2,801	1012.0	2.6867	4.5	92%	0	0	0
Bookswagon	1804.00	6,387	1204.0	3.0067	4	70%	0	0	0
Sunrise Book store	1634.00	1,359	1034.0	2.7233	3.5	61%	0	0	0
Sunrise Book store	1912.00	1,359	1312.0	3.1867	3.5	61%	0	0	0
Fast Media 2	2461.57	6,006	1861.57	4.1026	4	72%	0	0	0
