Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	524.00	1,299,281	0.0	1.0	4.5	92%	1	1	1
JustBuyBooks	526.00	26	2.0	1.0038	3.5	69%	0	0	0
Bookswagon	633.00	6,387	109.0	1.208	4	70%	0	0	0
Atlantic Publishers and Distributors	543.00	14,540	19.0	1.0363	4.5	94%	0	0	0
Peacockbooks	598.00	2,801	74.0	1.1412	4.5	92%	0	0	0
Lot Book	662.00	177	138.0	1.2634	4.5	88%	0	0	0
iTippi Book	626.00	108	102.0	1.1947	4.5	91%	0	0	0
Sunrise Book store	598.00	1,359	74.0	1.1412	3.5	61%	0	0	0
JustBuyBooks	803.00	26	279.0	1.5324	3.5	69%	0	0	0
INFINITE BOOKS	926.21	288	402.21	1.7676	5	99%	0	0	0
Atlantic Publishers and Distributors	698.00	14,540	174.0	1.3321	4.5	94%	0	0	0
Peacockbooks	660.00	2,801	136.0	1.2595	4.5	92%	0	0	0
Bookswagon	710.00	6,387	186.0	1.355	4	70%	0	0	0
Sunrise Book store	757.00	1,359	233.0	1.4447	3.5	61%	0	0	0
Sunrise Book store	667.00	1,359	143.0	1.2729	3.5	61%	0	0	0
Bookswagon	806.00	6,387	282.0	1.5382	4	70%	0	0	0
B2A UK	1035.00	6,928	511.0	1.9752	4.5	83%	0	0	0
Fast Media 2	1532.12	6,006	1008.12	2.9239	4	72%	0	0	0
etohfa	1935.00	23	1411.0	3.6927	5	100%	0	0	0
Sunrise Book store	779.00	1,359	255.0	1.4866	3.5	61%	0	0	0
