Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Bookswagon	1448.00	6,387	5.0	1.0035	4	70%	0	0	0
Cloudtail India	1534.00	1,299,298	91.0	1.0631	4.5	92%	1	1	1
INFINITE BOOKS	1534.87	289	91.87	1.0637	5	99%	0	0	0
Atlantic Publishers and Distributors	1593.00	14,540	150.0	1.104	4.5	94%	0	0	0
Bookswagon	1628.00	6,387	185.0	1.1282	4	70%	0	0	0
Sunrise Book store	1443.00	1,360	0.0	1.0	3.5	61%	0	0	0
Sunrise Book store	1524.00	1,360	81.0	1.0561	3.5	61%	0	0	0
MK BOOKS INDIA	1871.00	2,249	428.0	1.2966	2.5	34%	0	0	0
Fast Media 2	2213.46	6,006	770.46	1.5339	4	72%	0	0	0
D R	2298.00	12,169	855.0	1.5925	4	82%	0	0	0
Bookswagon	1660.00	6,387	217.0	1.1504	4	70%	0	0	0
Sunrise Book store	1556.00	1,360	113.0	1.0783	3.5	61%	0	0	0
