Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Vibrant Publishers, India	499.00	66	0.0	1.0	5	100%	1	0	1
Repro Books-On-Demand	1169.00	8,433	670.0	2.3427	4.5	94%	1	0	0
Fast Media 2	1221.00	6,006	722.0	2.4469	4	72%	0	0	0
Bookswagon	1299.00	6,387	800.0	2.6032	4	70%	0	0	0
Atlantic Publishers and Distributors	1346.00	14,540	847.0	2.6974	4.5	94%	0	0	0
Peacockbooks	1305.00	2,801	806.0	2.6152	4.5	92%	0	0	0
Bookswagon	1390.00	6,387	891.0	2.7856	4	70%	0	0	0
Peacockbooks	1435.00	2,801	936.0	2.8758	4.5	92%	0	0	0
B2A UK	1650.00	6,928	1151.0	3.3066	4.5	83%	0	0	0
ALL INDIA BOOK STORE	1695.00	9	1196.0	3.3968	3.5	67%	0	0	0
