Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	312.00	1,299,238	0.0	1.0	4.5	92%	1	1	1
Repro Books on Demand	312.00	3,418	0.0	1.0	4.5	93%	1	0	0
World500	337.00	3,268	25.0	1.0801	4	76%	0	0	0
uRead-Store	341.00	25,138	29.0	1.0929	4.5	92%	1	0	0
Buy Amazing Books	347.00	3,554	35.0	1.1122	3	51%	0	0	0
Mittal Books India	375.00	15,728	63.0	1.2019	4.5	95%	1	0	0
Inetrade India	323.86	3,253	11.86	1.038	4	75%	0	0	0
Comma365	412.00	2,242	100.0	1.3205	4.5	95%	0	0	0
Book Selection Centre	372.00	136	60.0	1.1923	4.5	96%	0	0	0
BuyYourBooks	375.00	7	63.0	1.2019	4.5	100%	0	0	0
BOOKBUZZ	375.00	99	63.0	1.2019	4.5	93%	0	0	0
#BooksStore	406.00	6	94.0	1.3013	5	100%	0	0	0
GBD BOOKS	396.00	232	84.0	1.2692	4	68%	0	0	0
BW ENTERPRISES	382.00	44	70.0	1.2244	4	79%	0	0	0
BOOK CENTRE	388.00	862	76.0	1.2436	4	81%	0	0	0
MK BOOKS INDIA	495.00	2,247	183.0	1.5865	2.5	34%	0	0	0
Booksmandi	396.00	2,531	84.0	1.2692	4.5	89%	0	0	0
S J Books	446.00	1	134.0	1.4295	5	100%	0	0	0
DilliDukan	455.00	5	143.0	1.4583	5	100%	0	0	0
Abhinav Books Store	455.00	60	143.0	1.4583	3	53%	0	0	0
SansRack	495.00	1,050	183.0	1.5865	4.5	94%	0	0	0
Talekart	495.00	19	183.0	1.5865	5	95%	0	0	0
Books-a-zillion	495.00	89	183.0	1.5865	4	82%	0	0	0
The Grand_Store	560.00	10	248.0	1.7949	3	50%	0	0	0
Bookswagon	1244.00	6,382	932.0	3.9872	4	70%	0	0	0
Sunrise Book store	1274.00	1,358	962.0	4.0833	3.5	61%	0	0	0
B2A UK	1497.00	6,928	1185.0	4.7981	4.5	83%	0	0	0
Bookswagon	2276.00	6,382	1964.0	7.2949	4	70%	0	0	0
Bookswagon	2419.00	6,382	2107.0	7.7532	4	70%	0	0	0
