Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Lot Book	680.00	177	36.0	1.0559	4.5	88%	0	0	0
iTippi Book	644.00	108	0.0	1.0	4.5	91%	0	0	0
PFS_Store	710.00	5	66.0	1.1025	2.5	40%	0	0	0
Global Book Store	899.00	623	255.0	1.396	5	99%	1	0	1
Atlantic Publishers and Distributors	1051.00	14,538	407.0	1.632	4.5	94%	0	0	0
Peacockbooks	1103.00	2,801	459.0	1.7127	4.5	92%	0	0	0
Bookswagon	1181.00	6,382	537.0	1.8339	4	70%	0	0	0
JustBuyBooks	1202.00	26	558.0	1.8665	3.5	69%	0	0	0
Sunrise Book store	1147.00	1,358	503.0	1.7811	3.5	61%	0	0	0
Fast Media 2	1696.37	6,006	1052.37	2.6341	4	72%	0	0	0
Atlantic Publishers and Distributors	1222.00	14,538	578.0	1.8975	4.5	94%	0	0	0
Bookswagon	1275.00	6,382	631.0	1.9798	4	70%	0	0	0
Sunrise Book store	1367.00	1,358	723.0	2.1227	3.5	61%	0	0	0
Sunrise Book store	1257.00	1,358	613.0	1.9519	3.5	61%	0	0	0
etohfa	2259.00	23	1615.0	3.5078	5	100%	0	0	0
