Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Promonis Retails	3741.53	7	0.0	1.0	5	100%	0	0	0
Cloudtail India	3814.00	1,299,177	72.47	1.0194	4.5	92%	1	1	1
Indus Marketing	3814.00	9	72.47	1.0194	5	100%	1	0	0
GeetBooks	3990.00		248.47	1.0664			0	0	0
cloud_Books	3990.00		248.47	1.0664			0	0	0
Nainabooks	3990.00		248.47	1.0664			0	0	0
AS SEEN ON TV PRODUCT	3990.00	52	248.47	1.0664	3.5	73%	0	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	5480.00	218	1738.47	1.4646	5	97%	0	0	0
MK BOOKS INDIA	6171.00	2,247	2429.47	1.6493	2.5	34%	0	0	0
B2A UK	7072.00	6,928	3330.47	1.8901	4.5	83%	0	0	0
Atlantic Publishers and Distributors	6971.00	14,537	3229.47	1.8631	4.5	94%	0	0	0
Peacockbooks	7058.00	2,801	3316.47	1.8864	4.5	92%	0	0	0
Bookswagon	7809.00	6,377	4067.47	2.0871	4	70%	0	0	0
T B	7725.00	64	3983.47	2.0647	4.5	93%	0	0	0
Sunrise Book store	7687.00	1,356	3945.47	2.0545	3.5	61%	0	0	0
Bookswagon	8044.00	6,377	4302.47	2.1499	4	70%	0	0	0
Sunrise Book store	8346.00	1,356	4604.47	2.2306	3.5	61%	0	0	0
SmartGlobal	9266.00	212	5524.47	2.4765	3	50%	0	0	0
Fast Media 2	9456.14	6,005	5714.61	2.5273	4	72%	0	0	0
D R	10756.00	12,168	7014.47	2.8748	4	82%	0	0	0
