Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BooksNinetyNine	489.00	44	0.0	1.0	5	97%	0	0	1
BooksNinetyNine	609.00	44	120.0	1.2454	5	97%	0	0	1
World500	669.00	3,248	180.0	1.3681	4	76%	0	0	0
uRead-Store	694.00	25,127	205.0	1.4192	4.5	92%	1	0	0
Amazing_Buy	698.00	17,781	209.0	1.4274	4.5	95%	1	0	0
Buy Amazing Books	699.00	3,536	210.0	1.4294	3	51%	0	0	0
aMuse	749.00	256	260.0	1.5317	4.5	86%	1	0	0
PKS RETAIL	774.00	4	285.0	1.5828	5	100%	0	0	0
Inetrade India	717.71	3,249	228.71	1.4677	4	75%	0	0	0
AskTech Books	753.00	2	264.0	1.5399	2.5	50%	0	0	0
MK BOOKS INDIA	849.00	2,245	360.0	1.7362	2.5	34%	0	0	0
Book Selection Centre	749.00	136	260.0	1.5317	4.5	96%	0	0	0
O_Store	719.28	593	230.28	1.4709	4.5	87%	0	0	0
Goodread Bookstore	879.00	579	390.0	1.7975	5	97%	1	0	0
ReadAhead	899.00	213	410.0	1.8384	4	79%	0	0	0
Bookflow	899.10	3,100	410.1	1.8387	3.5	67%	0	0	0
HERITAGE PUBLISHERS	949.00	783	460.0	1.9407	4.5	94%	0	0	0
Paramount Book Distributors	800.00	10	311.0	1.636	3	50%	0	0	0
Suryan Books	849.00	39	360.0	1.7362	4.5	95%	0	0	0
ScribbleGraffito	829.17	29	340.17	1.6956	4.5	91%	0	0	0
ReadAhead	899.10	213	410.1	1.8387	4	79%	0	0	0
Bookflow	899.10	3,100	410.1	1.8387	3.5	67%	0	0	0
Santusti Enterprises	999.00	26	510.0	2.0429	4	81%	0	0	0
MEETA BOOKS	899.00	47	410.0	1.8384	2.5	36%	0	0	0
Books-a-zillion	899.10	89	410.1	1.8387	4	82%	0	0	0
fairdealenterprise	999.00	41	510.0	2.0429	2.5	34%	0	0	0
Ebookstore	1348.00	522	859.0	2.7566	4.5	85%	0	0	0
B2A UK	2128.00	6,928	1639.0	4.3517	4.5	83%	0	0	0
Sunrise Book store	2151.00	1,356	1662.0	4.3988	3.5	61%	0	0	0
