Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1248.00	1,299,184	0.0	1.0	4.5	92%	1	1	1
Sunrise Book store	2152.00	1,356	904.0	1.7244	3.5	61%	0	0	0
Bookswagon	2412.00	6,382	1164.0	1.9327	4	70%	0	0	0
Atlantic Publishers and Distributors	2415.00	14,538	1167.0	1.9351	4.5	94%	0	0	0
Sunrise Book store	2264.00	1,356	1016.0	1.8141	3.5	61%	0	0	0
Sunrise Book store	2455.00	1,356	1207.0	1.9671	3.5	61%	0	0	0
INFINITE BOOKS	2695.12	285	1447.12	2.1596	5	99%	0	0	0
SmartGlobal	2990.00	212	1742.0	2.3958	3	50%	0	0	0
Fast Media 2	3163.29	6,005	1915.29	2.5347	4	72%	0	0	0
etohfa	4878.00	23	3630.0	3.9087	5	100%	0	0	0
Sunrise Book store	2779.00	1,356	1531.0	2.2268	3.5	61%	0	0	0
