Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Fast Media 2	1812.78	6,006	0.0	1.0	4	72%	0	0	0
Atlantic Publishers and Distributors	2516.00	14,540	703.22	1.3879	4.5	94%	0	0	1
Bookswagon	2537.00	6,387	724.22	1.3995	4	70%	0	0	0
Peacockbooks	2798.00	2,801	985.22	1.5435	4.5	92%	0	0	0
Sunrise Book store	2819.00	1,359	1006.22	1.5551	3.5	61%	0	0	0
Repro Books-On-Demand	3419.00	8,434	1606.22	1.8861	4.5	94%	1	0	0
ReproIndia	3419.00	924	1606.22	1.8861	4	79%	0	0	0
B2A UK	3613.00	6,928	1800.22	1.9931	4.5	83%	0	0	0
Fast Media 2	3621.34	6,006	1808.56	1.9977	4	72%	0	0	0
INFINITE BOOKS	3692.04	288	1879.26	2.0367	5	99%	0	0	0
Atlantic Publishers and Distributors	2724.00	14,540	911.22	1.5027	4.5	94%	0	0	1
Bookswagon	2963.00	6,387	1150.22	1.6345	4	70%	0	0	0
Sunrise Book store	3358.00	1,359	1545.22	1.8524	3.5	61%	0	0	0
Bookswagon	3680.00	6,387	1867.22	2.03	4	70%	0	0	0
D R	4431.00	12,169	2618.22	2.4443	4	82%	0	0	0
etohfa	5589.00	23	3776.22	3.0831	5	100%	0	0	0
