Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Trans Infopreneur Inc	547.00	218	22.0	1.0419	4.5	94%	1	0	0
Cloudtail India	547.00	1,299,261	22.0	1.0419	4.5	92%	1	1	1
Simandhar Corporation	550.00	1,035	25.0	1.0476	4	82%	1	0	0
MK BOOKS INDIA	574.00	2,248	49.0	1.0933	2.5	34%	0	0	0
Essay Shopping Malls	589.00	52	64.0	1.1219	4	75%	0	0	0
Inetrade India	542.57	3,254	17.57	1.0335	4	75%	0	0	0
Sunrise Book store	525.00	1,358	0.0	1.0	3.5	61%	0	0	0
Comma365	631.00	2,242	106.0	1.2019	4.5	95%	0	0	0
Shop Livres	549.00	37	24.0	1.0457	4.5	100%	0	0	0
MBD Books	625.00	16	100.0	1.1905	4	81%	0	0	0
Payal Books	600.00	657	75.0	1.1429	3	51%	0	0	0
BooksRaja	585.00	171	60.0	1.1143	4.5	85%	0	0	0
BOOK CENTRE	625.00	862	100.0	1.1905	4	81%	0	0	0
V5MARK	586.00	8	61.0	1.1162	4	75%	0	0	0
SansRack	675.00	1,051	150.0	1.2857	4.5	94%	0	0	0
Education Centre	625.00	13	100.0	1.1905	2	23%	0	0	0
Books-a-zillion	675.00	89	150.0	1.2857	4	82%	0	0	0
NS DISTRIBUTOR	675.00	7	150.0	1.2857	4	86%	0	0	0
A - Z Books Online	675.00	104	150.0	1.2857	4.5	93%	0	0	0
Book eHub	999.00	32	474.0	1.9029	4	72%	0	0	0
Trans Infopreneur Inc	548.00	218	23.0	1.0438	4.5	94%	0	0	0
Sunrise Book store	564.00	1,358	39.0	1.0743	3.5	61%	0	0	0
Books-a-zillion	675.00	89	150.0	1.2857	4	82%	0	0	0
Speedy_Books	1030.00	490	505.0	1.9619	4.5	81%	0	0	0
ASIAN TREASURES	1151.00	18	626.0	2.1924	4.5	94%	0	0	0
