Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
dealstar	299.00	6,601	0.0	1.0	4.5	85%	0	0	0
Lot Book	662.00	177	363.0	2.214	4.5	88%	0	0	0
iTippi Book	626.00	108	327.0	2.0936	4.5	91%	0	0	0
Global Book Store	740.00	623	441.0	2.4749	5	99%	1	0	1
Cloudtail India	747.00	1,299,289	448.0	2.4983	4.5	92%	1	1	0
Sunrise Book store	900.00	1,359	601.0	3.01	3.5	61%	0	0	0
Bookswagon	924.00	6,387	625.0	3.0903	4	70%	0	0	0
Atlantic Publishers and Distributors	879.00	14,540	580.0	2.9398	4.5	94%	0	0	0
Peacockbooks	934.00	2,801	635.0	3.1237	4.5	92%	0	0	0
SmartGlobal	1500.00	213	1201.0	5.0167	3	49%	0	0	0
Bookswagon	991.00	6,387	692.0	3.3144	4	70%	0	0	0
Atlantic Publishers and Distributors	1124.00	14,540	825.0	3.7592	4.5	94%	0	0	0
Sunrise Book store	953.00	1,359	654.0	3.1873	3.5	61%	0	0	0
Sunrise Book store	964.00	1,359	665.0	3.2241	3.5	61%	0	0	0
Sunrise Book store	1283.00	1,359	984.0	4.291	3.5	61%	0	0	0
D R	1626.00	12,169	1327.0	5.4381	4	82%	0	0	0
Fast Media 2	1899.04	6,006	1600.04	6.3513	4	72%	0	0	0
etohfa	2100.00	23	1801.0	7.0234	5	100%	0	0	0
