Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	263.00	1,532	13.0	1.052	3.5	67%	0	0	0
Buy Amazing Books	271.00	3,558	21.0	1.084	3	51%	0	0	0
World500	271.00	3,277	21.0	1.084	4	76%	0	0	0
Amazing_Buy	288.00	17,789	38.0	1.152	4.5	95%	1	0	0
uRead-Store	288.00	25,151	38.0	1.152	4.5	92%	1	0	1
eBazaar	300.00	6	50.0	1.2	4.5	83%	0	0	0
O_Store	252.00	593	2.0	1.008	4.5	87%	0	0	0
Inetrade India	261.07	3,255	11.07	1.0443	4	75%	0	0	0
MK BOOKS INDIA	339.00	2,249	89.0	1.356	2.5	34%	0	0	0
Adimage	263.00	66	13.0	1.052	4.5	91%	0	0	0
HERITAGE PUBLISHERS	345.00	783	95.0	1.38	4.5	94%	0	0	0
Bookflow	347.13	3,100	97.13	1.3885	3.5	68%	0	0	0
READERS HUB	349.00	175	99.0	1.396	4.5	93%	0	0	0
Payal Books	250.00	657	0.0	1.0	3	52%	0	0	0
BOOKFACTORY	295.00	6	45.0	1.18	3.5	67%	0	0	0
Suryan Books	280.00	39	30.0	1.12	4.5	95%	0	0	0
FOUNTAINHEAD	287.00	98	37.0	1.148	4.5	91%	0	0	0
Sri Ganesha Books	287.00	382	37.0	1.148	4	82%	0	0	0
Darth Vader	289.00	61	39.0	1.156	4	77%	0	0	0
EnteBook	325.00	21	75.0	1.3	4	76%	0	0	0
Resource book store	298.00	1	48.0	1.192	5	100%	0	0	0
Goodread Bookstore	379.00	579	129.0	1.516	5	97%	1	0	0
Mittal Books India	379.00	15,729	129.0	1.516	4.5	95%	1	0	0
V5MARK	276.00	8	26.0	1.104	4	75%	0	0	0
Crossword Bookstores Ltd	319.00	2,475	69.0	1.276	4	74%	0	0	0
SBM Enterprises	299.25	48	49.25	1.197	4	75%	0	0	0
BooksRaja	291.00	171	41.0	1.164	4.5	85%	0	0	0
Book store01	369.00	14	119.0	1.476	3.5	57%	0	0	0
S B T books	368.00	113	118.0	1.472	4.5	88%	0	0	0
W S Retaill	368.00	34	118.0	1.472	3.5	68%	0	0	0
lollypop	333.00	2	83.0	1.332	5	100%	0	0	0
Best Price_	349.00	224	99.0	1.396	4	82%	0	0	0
Skycart	331.00	479	81.0	1.324	4.5	90%	0	0	0
Okhla Book Distributor	275.00	60	25.0	1.1	4.5	95%	0	0	0
ScribbleGraffito	331.17	29	81.17	1.3247	4.5	91%	0	0	0
Booknow	311.00	898	61.0	1.244	4	80%	0	0	0
CrossWord Books	367.00	116	117.0	1.468	5	95%	0	0	0
amazingbuy_	350.00	1	100.0	1.4	5	100%	0	0	0
BOOKKR	399.00	5	149.0	1.596	3.5	60%	0	0	0
BookInc	372.00	17	122.0	1.488	4.5	94%	0	0	0
Amazing BookS	319.00	106	69.0	1.276	3	54%	0	0	0
Books-a-zillion	350.00	89	100.0	1.4	4	82%	0	0	0
READERS CHOICE BOOKS	359.00	100	109.0	1.436	4	76%	0	0	0
BookAdda	399.00	365	149.0	1.596	3	46%	0	0	0
A to Z Book House	399.00	1,275	149.0	1.596	3	45%	0	0	0
SN Square	439.00	59	189.0	1.756	4	75%	0	0	0
SAI BOOKS	346.00	181	96.0	1.384	3	46%	0	0	0
