Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	3838.00	17,787	0.0	1.0	4.5	95%	1	0	0
uRead-Store	3838.00	25,138	0.0	1.0	4.5	92%	1	0	1
B2A UK	3918.00	6,928	80.0	1.0208	4.5	83%	0	0	0
Sunrise Book store	4280.00	1,358	442.0	1.1152	3.5	61%	0	0	0
Bookswagon	4644.00	6,382	806.0	1.21	4	70%	0	0	0
Fast Media 2	5914.94	6,005	2076.94	1.5412	4	72%	0	0	0
D R	5932.00	12,169	2094.0	1.5456	4	82%	0	0	0
RCPL Book$ Masion	6087.00		2249.0	1.586			0	0	0
etohfa	6952.00	23	3114.0	1.8114	5	100%	0	0	0
A STAR BOOK	9269.00	5	5431.0	2.4151	5	100%	0	0	0
Bookswagon	6022.00	6,382	2184.0	1.569	4	70%	0	0	0
Sunrise Book store	5947.00	1,358	2109.0	1.5495	3.5	61%	0	0	0
