Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Atlantic Publishers and Distributors	726.00	14,540	0.0	1.0	4.5	94%	0	0	0
Peacockbooks	781.00	2,801	55.0	1.0758	4.5	92%	0	0	0
Sunrise Book store	906.00	1,359	180.0	1.2479	3.5	61%	0	0	0
Cloudtail India	907.00	1,299,289	181.0	1.2493	4.5	92%	1	1	1
Bookswagon	986.00	6,387	260.0	1.3581	4	70%	0	0	0
Sunrise Book store	877.00	1,359	151.0	1.208	3.5	61%	0	0	0
Fast Media 2	1156.50	6,006	430.5	1.593	4	72%	0	0	0
Fast Media 2	1686.25	6,006	960.25	2.3227	4	72%	0	0	0
D R	1720.00	12,169	994.0	2.3691	4	82%	0	0	0
etohfa	2126.00	23	1400.0	2.9284	5	100%	0	0	0
Sunrise Book store	960.00	1,359	234.0	1.3223	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1162.00	14,540	436.0	1.6006	4.5	94%	0	0	0
