Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
VIVA MARKETING	951.00	113	49.0	1.0543	4	67%	0	0	0
All India Book House	968.00	2,957	66.0	1.0732	4.5	93%	1	0	1
Atlantic Publishers and Distributors	902.00	14,537	0.0	1.0	4.5	94%	0	0	0
DEV BOOKS DEPOT	951.00	3	49.0	1.0543	4	67%	0	0	0
The Browser Bookstore	1015.00	37	113.0	1.1253	3.5	69%	0	0	0
Source Books Pvt Ltd	1018.00	1,125	116.0	1.1286	4	82%	0	0	0
Mittal Books India	1080.00	15,728	178.0	1.1973	4.5	95%	1	0	0
Peacockbooks	1071.00	2,800	169.0	1.1874	4.5	92%	0	0	0
Bookswagon	1136.00	6,375	234.0	1.2594	4	70%	0	0	0
Sunrise Book store	1029.00	1,356	127.0	1.1408	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1159.00	14,537	257.0	1.2849	4.5	94%	0	0	0
Bookswagon	1134.00	6,375	232.0	1.2572	4	70%	0	0	0
CB-India	1040.00	3,033	138.0	1.153	4.5	95%	0	0	0
MK BOOKS INDIA	1288.00	2,245	386.0	1.4279	2.5	34%	0	0	0
Sunrise Book store	1108.00	1,356	206.0	1.2284	3.5	61%	0	0	0
Bookswagon	1300.00	6,375	398.0	1.4412	4	70%	0	0	0
CNA Bookstore	1146.00	477	244.0	1.2705	4.5	95%	0	0	0
Sunrise Book store	1423.00	1,356	521.0	1.5776	3.5	61%	0	0	0
Fast Media 2	1624.09	6,005	722.09	1.8005	4	72%	0	0	0
D R	1778.00	12,168	876.0	1.9712	4	82%	0	0	0
