Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Trans Infopreneur Inc	499.00	218	0.0	1.0	4.5	94%	0	0	1
Cloudtail India	790.00	1,299,225	291.0	1.5832	4.5	92%	1	1	0
Atlantic Publishers and Distributors	879.00	14,538	380.0	1.7615	4.5	94%	0	0	0
Peacockbooks	934.00	2,801	435.0	1.8717	4.5	92%	0	0	0
Bookswagon	1125.00	6,382	626.0	2.2545	4	70%	0	0	0
Atlantic Publishers and Distributors	1165.00	14,538	666.0	2.3347	4.5	94%	0	0	0
Sunrise Book store	982.00	1,358	483.0	1.9679	3.5	61%	0	0	0
Fast Media 2	1671.91	6,005	1172.91	3.3505	4	72%	0	0	0
D R	1972.00	12,168	1473.0	3.9519	4	82%	0	0	0
etohfa	2158.00	23	1659.0	4.3246	5	100%	0	0	0
Bookswagon	1150.00	6,382	651.0	2.3046	4	70%	0	0	0
Sunrise Book store	1267.00	1,358	768.0	2.5391	3.5	61%	0	0	0
