Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Buy Amazing Books	271.00	3,537	26.0	1.1061	3	51%	0	0	0
World500	271.00	3,249	26.0	1.1061	4	76%	0	0	0
Amazing_Buy	294.00	17,785	49.0	1.2	4.5	95%	1	0	0
uRead-Store	294.00	25,132	49.0	1.2	4.5	92%	1	0	1
Cocobookz	299.00		54.0	1.2204			0	0	0
Essay Shopping Malls	320.00	52	75.0	1.3061	4	75%	0	0	0
Adimage	245.00	66	0.0	1.0	4.5	91%	0	0	0
Inetrade India	261.07	3,252	16.07	1.0656	4	75%	0	0	0
MK BOOKS INDIA	339.00	2,247	94.0	1.3837	2.5	34%	0	0	0
Bookflow	347.13	3,100	102.13	1.4169	3.5	67%	0	0	0
SachinVentures	349.00	6	104.0	1.4245	4.5	83%	0	0	0
Sri Ganesha Books	287.00	382	42.0	1.1714	4	82%	0	0	0
FOUNTAINHEAD	287.00	98	42.0	1.1714	4.5	91%	0	0	0
Mumbai gift corner	369.00	718	124.0	1.5061	4.5	89%	0	0	0
Goodread Bookstore	371.00	579	126.0	1.5143	5	97%	1	0	0
A Mind's Bookstore	291.00	1,409	46.0	1.1878	4.5	89%	0	0	0
Comma365	344.00	2,242	99.0	1.4041	4.5	95%	0	0	0
Book Selection Centre	295.00	136	50.0	1.2041	4.5	96%	0	0	0
Crossword Bookstores Ltd	320.00	2,475	75.0	1.3061	4	74%	0	0	0
The Bookhive	319.20	43	74.2	1.3029	4	80%	0	0	0
Book store01	369.00	11	124.0	1.5061	3	45%	0	0	0
aspire india	399.00	331	154.0	1.6286	4	73%	1	0	0
BSK Book	399.00	159	154.0	1.6286	3.5	60%	0	0	0
Royal500	399.00	875	154.0	1.6286	4.5	92%	0	0	0
SBM Enterprises	315.21	48	70.21	1.2866	4	75%	0	0	0
Skycart	331.00	479	86.0	1.351	4.5	90%	0	0	0
fairdealenterprise	307.23	41	62.23	1.254	2.5	34%	0	0	0
S B T books	368.00	113	123.0	1.502	4.5	88%	0	0	0
W S Retaill	368.00	34	123.0	1.502	3.5	69%	0	0	0
ScribbleGraffito	331.17	29	86.17	1.3517	4.5	91%	0	0	0
BW ENTERPRISES	319.00	44	74.0	1.302	4	79%	0	0	0
CrossWord Books	367.00	116	122.0	1.498	5	95%	0	0	0
BOOKKR	399.00	5	154.0	1.6286	3.5	60%	0	0	0
Booksmandi	336.00	2,531	91.0	1.3714	4.5	89%	0	0	0
Venture360	379.00	25	134.0	1.5469	3	52%	0	0	0
BookInc	372.00	17	127.0	1.5184	4.5	94%	0	0	0
Amazing BookS	319.00	106	74.0	1.302	3	54%	0	0	0
Browsers' Lounge	387.00	122	142.0	1.5796	4.5	96%	0	0	0
A to Z Book House	399.00	1,275	154.0	1.6286	3	46%	0	0	0
Atlantic Publishers and Distributors	609.00	14,537	364.0	2.4857	4.5	94%	0	0	0
aspire india	319.00	331	74.0	1.302	4	73%	0	0	0
Peacockbooks	664.00	2,801	419.0	2.7102	4.5	92%	0	0	0
Bookswagon	723.00	6,377	478.0	2.951	4	70%	0	0	0
Bookswagon	724.00	6,377	479.0	2.9551	4	70%	0	0	0
Sunrise Book store	693.00	1,356	448.0	2.8286	3.5	61%	0	0	0
Sunrise Book store	718.00	1,356	473.0	2.9306	3.5	61%	0	0	0
