Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	875.00	1,299,323	0.0	1.0	4.5	92%	1	1	1
Sunrise Book store	884.00	1,360	9.0	1.0103	3.5	61%	0	0	0
Bookswagon	991.00	6,390	116.0	1.1326	4	70%	0	0	0
Atlantic Publishers and Distributors	1162.00	14,541	287.0	1.328	4.5	94%	0	0	0
Sunrise Book store	967.00	1,360	92.0	1.1051	3.5	61%	0	0	0
Bookswagon	1162.00	6,390	287.0	1.328	4	70%	0	0	0
B2A UK	1387.00	6,928	512.0	1.5851	4.5	83%	0	0	0
Fast Media 2	1427.97	6,006	552.97	1.632	4	72%	0	0	0
SmartGlobal	1433.00	214	558.0	1.6377	3	50%	0	0	0
D R	1525.00	12,168	650.0	1.7429	4	82%	0	0	0
Bookswagon	1162.00	6,390	287.0	1.328	4	70%	0	0	0
Sunrise Book store	1136.00	1,360	261.0	1.2983	3.5	61%	0	0	0
Sunrise Book store	1330.00	1,360	455.0	1.52	3.5	61%	0	0	0
