Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BooksNinetyNine	259.00	45	0.0	1.0	5	97%	0	0	0
Read factor	395.00	1,532	136.0	1.5251	3.5	67%	0	0	0
World500	401.00	3,279	142.0	1.5483	4	76%	0	0	0
uRead-Store	449.00	25,154	190.0	1.7336	4.5	92%	1	0	0
Amazing_Buy	449.00	17,789	190.0	1.7336	4.5	95%	1	0	1
Inetrade India	391.89	3,256	132.89	1.5131	4	75%	0	0	0
Prime Book House	399.00	145	140.0	1.5405	3.5	69%	0	0	0
Mumbai gift corner	501.00	720	242.0	1.9344	4.5	89%	0	0	0
Sri Ganesha Books	431.00	382	172.0	1.6641	4	82%	0	0	0
AskTech Books	451.00	2	192.0	1.7413	2.5	50%	0	0	0
ReadAhead	539.00	213	280.0	2.0811	4	79%	0	0	0
Bookflow	539.10	3,100	280.1	2.0815	3.5	68%	0	0	0
MUST READ	509.00	762	250.0	1.9653	4.5	85%	0	0	0
HERITAGE PUBLISHERS	569.00	783	310.0	2.1969	4.5	94%	0	0	0
Suraj Trading - Express Delivery	487.00	48	228.0	1.8803	3	53%	0	0	0
BSK Book	564.00	160	305.0	2.1776	3.5	60%	0	0	0
Buy Amazing Books	599.00	3,559	340.0	2.3127	3	51%	0	0	0
MK BOOKS INDIA	599.00	2,249	340.0	2.3127	2.5	34%	0	0	0
CrossWord Books	551.00	116	292.0	2.1274	5	95%	0	0	0
Shreeganesh16	531.00	27	272.0	2.0502	4.5	83%	0	0	0
Book store01	579.00	14	320.0	2.2355	3.5	57%	0	0	0
BookInc	540.00	17	281.0	2.0849	4.5	94%	0	0	0
Abhinav Books Store	539.10	60	280.1	2.0815	3	53%	0	0	0
BOOKKR	599.00	5	340.0	2.3127	3.5	60%	0	0	0
A to Z Book House	599.00	1,275	340.0	2.3127	3	45%	0	0	0
S B T books	557.00	113	298.0	2.1506	4.5	88%	0	0	0
W S Retaill	553.00	34	294.0	2.1351	3.5	68%	0	0	0
Ambe Books	619.55	2	360.55	2.3921	3	50%	0	0	0
Ginni Books	619.55	9	360.55	2.3921	4.5	89%	0	0	0
famous_Books	799.00	4	540.0	3.0849	4.5	75%	0	0	0
Read factor	395.00	1,532	136.0	1.5251	3.5	67%	0	0	0
Bookflow	539.10	3,100	280.1	2.0815	3.5	68%	0	0	0
CrossWord Books	551.00	116	292.0	2.1274	5	95%	0	0	0
Ginni Books	619.62	9	360.62	2.3924	4.5	89%	0	0	0
Bookswagon	989.00	6,387	730.0	3.8185	4	70%	0	0	0
Bookswagon	991.00	6,387	732.0	3.8263	4	70%	0	0	0
Sunrise Book store	963.00	1,360	704.0	3.7181	3.5	61%	0	0	0
Sunrise Book store	1230.00	1,360	971.0	4.749	3.5	61%	0	0	0
Sunrise Book store	1143.00	1,360	884.0	4.4131	3.5	61%	0	0	0
B2A UK	1395.00	6,928	1136.0	5.3861	4.5	83%	0	0	0
