Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SansRack	1206.00	1,050	0.0	1.0	4.5	94%	1	0	0
Repro Books-On-Demand	1206.00	8,426	0.0	1.0	4.5	94%	1	0	1
SansRack	1206.00	1,050	0.0	1.0	4.5	94%	0	0	0
SAnSRack	1291.00	14	85.0	1.0705	4	79%	0	0	0
Fast Media 2	2523.00	6,005	1317.0	2.092	4	72%	0	0	0
B2A UK	2613.00	6,928	1407.0	2.1667	4.5	83%	0	0	0
Atlantic Publishers and Distributors	2623.00	14,537	1417.0	2.175	4.5	94%	0	0	0
Sunrise Book store	2627.00	1,356	1421.0	2.1783	3.5	61%	0	0	0
Peacockbooks	2666.00	2,801	1460.0	2.2106	4.5	92%	0	0	0
Repro Books-On-Demand	2779.00	8,426	1573.0	2.3043	4.5	94%	1	0	1
