Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Book Factory 2020	325.00		0.0	1.0			0	0	0
Amazing_Buy	467.00	17,781	142.0	1.4369	4.5	95%	1	0	1
uRead-Store	467.00	25,127	142.0	1.4369	4.5	92%	1	0	0
World500	468.00	3,248	143.0	1.44	4	76%	0	0	0
Buy Amazing Books	489.00	3,536	164.0	1.5046	3	51%	0	0	0
Pillbooks	524.00		199.0	1.6123			0	0	0
Crossword Bookstores Ltd	559.00	2,475	234.0	1.72	4	74%	0	0	0
Mumbai gift corner	573.00	717	248.0	1.7631	4.5	90%	0	0	0
FOUNTAINHEAD	503.00	98	178.0	1.5477	4.5	91%	0	0	0
Sri Ganesha Books	503.00	382	178.0	1.5477	4	82%	0	0	0
A Mind's Bookstore	510.00	1,409	185.0	1.5692	4.5	89%	0	0	0
MK BOOKS INDIA	594.00	2,245	269.0	1.8277	2.5	34%	0	0	0
MONOBO BOOKS	510.00	117	185.0	1.5692	4.5	86%	0	0	0
Inetrade India	521.48	3,249	196.48	1.6046	4	75%	0	0	0
SBM Enterprises	517.26	48	192.26	1.5916	4	75%	0	0	0
Book Cob	609.00	77	284.0	1.8738	4.5	87%	0	0	0
ReadAhead	629.00	213	304.0	1.9354	4	79%	0	0	0
Bookflow	629.10	3,100	304.1	1.9357	3.5	67%	0	0	0
Booknow	545.00	898	220.0	1.6769	4	80%	0	0	0
Skycart	580.00	479	255.0	1.7846	4.5	90%	0	0	0
BSK Book	659.00	159	334.0	2.0277	3.5	60%	0	0	0
ScribbleGraffito	580.17	29	255.17	1.7851	4.5	91%	0	0	0
Suraj Trading - Express Delivery	568.00	48	243.0	1.7477	3	53%	0	0	0
Book Buffet	593.00	9	268.0	1.8246	4.5	78%	0	0	0
Book store01	649.00	11	324.0	1.9969	3	45%	0	0	0
CrossWord Books	643.00	116	318.0	1.9785	5	95%	0	0	0
S B T books	650.00	113	325.0	2.0	4.5	88%	0	0	0
W S Retaill	645.00	34	320.0	1.9846	3.5	69%	0	0	0
BookInc	630.00	17	305.0	1.9385	4.5	94%	0	0	0
BOOKKR	699.00	5	374.0	2.1508	3.5	60%	0	0	0
Bookflow	629.10	3,100	304.1	1.9357	3.5	67%	0	0	0
BSK Book	659.00	159	334.0	2.0277	3.5	60%	0	0	0
BookInc	630.00	17	305.0	1.9385	4.5	94%	0	0	0
DARPAN	699.00	33	374.0	2.1508	4.5	85%	0	0	0
Kushii Radiance Bookshop	665.00	63	340.0	2.0462	4.5	84%	0	0	0
A to Z Book House	699.00	1,275	374.0	2.1508	3	46%	0	0	0
SOMYA BOOKS	699.00	54	374.0	2.1508	3.5	59%	0	0	0
Universal Books House	786.00	1	461.0	2.4185	5	100%	0	0	0
B2A UK	1437.00	6,928	1112.0	4.4215	4.5	83%	0	0	0
