Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	771.00	25,136	0.0	1.0	4.5	92%	1	0	1
Amazing_Buy	830.00	17,787	59.0	1.0765	4.5	95%	1	0	0
AskTech Books	896.00	2	125.0	1.1621	2.5	50%	0	0	0
Books For All	998.00	314	227.0	1.2944	4	81%	1	0	0
Goodread Bookstore	999.00	579	228.0	1.2957	5	97%	1	0	0
Buy Amazing Books	999.00	3,554	228.0	1.2957	3	51%	0	0	0
BSK Book	989.00	160	218.0	1.2827	3.5	61%	0	0	0
MK BOOKS INDIA	1019.00	2,247	248.0	1.3217	2.5	34%	0	0	0
Book Selection Centre	899.00	136	128.0	1.166	4.5	96%	0	0	0
ReadAhead	1030.00	213	259.0	1.3359	4	79%	0	0	0
Skycart	959.00	479	188.0	1.2438	4.5	90%	0	0	0
The Bookhive	959.20	43	188.2	1.2441	4	80%	0	0	0
Bookflow	1079.10	3,100	308.1	1.3996	3.5	68%	0	0	0
Inetrade India	1010.64	3,253	239.64	1.3108	4	75%	0	0	0
ScribbleGraffito	995.17	29	224.17	1.2908	4.5	91%	0	0	0
HERITAGE PUBLISHERS	1139.00	783	368.0	1.4773	4.5	94%	0	0	0
Comma365	1106.00	2,242	335.0	1.4345	4.5	95%	0	0	0
Book store01	1119.00	14	348.0	1.4514	3.5	57%	0	0	0
CrossWord Books	1103.00	116	332.0	1.4306	5	95%	0	0	0
Starmark	1079.10	2,139	308.1	1.3996	3.5	68%	0	0	0
Santusti Enterprises	1199.00	26	428.0	1.5551	4	81%	0	0	0
Booksmandi	1080.00	2,531	309.0	1.4008	4.5	89%	0	0	0
BOOKKR	1199.00	5	428.0	1.5551	3.5	60%	0	0	0
Browsers' Lounge	1150.00	122	379.0	1.4916	4.5	96%	0	0	0
A to Z Book House	1199.00	1,275	428.0	1.5551	3	46%	0	0	0
Ginni Books	1215.94	9	444.94	1.5771	4.5	89%	0	0	0
Ambe Books	1215.94	2	444.94	1.5771	3	50%	0	0	0
S B T books	1107.00	113	336.0	1.4358	4.5	88%	0	0	0
W S Retaill	1107.00	34	336.0	1.4358	3.5	68%	0	0	0
SN Square	1319.00	59	548.0	1.7108	4	75%	0	0	0
ReadAhead	1079.00	213	308.0	1.3995	4	79%	0	0	0
Bookswagon	1735.00	6,382	964.0	2.2503	4	70%	0	0	0
Sunrise Book store	1660.00	1,358	889.0	2.153	3.5	61%	0	0	0
B2A UK	2083.00	6,928	1312.0	2.7017	4.5	83%	0	0	0
D R	3082.00	12,168	2311.0	3.9974	4	82%	0	0	0
