Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	337.00	3,277	2.1	1.0063	4	76%	0	0	0
Inetrade India	334.90	3,255	0.0	1.0	4	75%	0	0	0
Timeless Art Book Studio	340.00	918	5.1	1.0152	5	96%	0	0	1
R-our Book	371.00	1,305	36.1	1.1078	4	76%	0	0	0
MK BOOKS INDIA	421.00	2,249	86.1	1.2571	2.5	34%	0	0	0
O_Store	356.40	593	21.5	1.0642	4.5	87%	0	0	0
RSONS	366.00	481	31.1	1.0929	4.5	84%	0	0	0
BooksRaja	362.00	171	27.1	1.0809	4.5	85%	0	0	0
Sunrise Book store	386.00	1,359	51.1	1.1526	3.5	61%	0	0	0
Suryan Books	396.00	39	61.1	1.1824	4.5	95%	0	0	0
Skycart	410.00	479	75.1	1.2242	4.5	90%	0	0	0
ScribbleGraffito	405.90	29	71.0	1.212	4.5	91%	0	0	0
Booknow	386.00	898	51.1	1.1526	4	80%	0	0	0
V5MARK	392.00	8	57.1	1.1705	4	75%	0	0	0
Wish Your Book	420.75		85.85	1.2563			0	0	0
Abhinav Books Store	435.60	60	100.7	1.3007	3	53%	0	0	0
Maitry book Agency	370.00	139	35.1	1.1048	3.5	68%	0	0	0
The Grand_Store	480.00	10	145.1	1.4333	3	50%	0	0	0
Rajiv Book House	440.00	371	105.1	1.3138	4.5	93%	0	0	0
BookAdda	455.00	365	120.1	1.3586	3	46%	0	0	0
NS DISTRIBUTOR	495.00	7	160.1	1.4781	4	86%	0	0	0
Books-a-zillion	445.50	89	110.6	1.3302	4	82%	0	0	0
A to Z Book House	495.00	1,275	160.1	1.4781	3	45%	0	0	0
Payal Books	495.00	657	160.1	1.4781	3	52%	0	0	0
India Book Club	591.00	48	256.1	1.7647	4	77%	0	0	0
SAI BOOKS	490.00	181	155.1	1.4631	3	46%	0	0	0
Atlantic Publishers and Distributors	667.00	14,540	332.1	1.9916	4.5	94%	0	0	0
Peacockbooks	722.00	2,801	387.1	2.1559	4.5	92%	0	0	0
Bookswagon	784.00	6,387	449.1	2.341	4	70%	0	0	0
B2A UK	1200.00	6,928	865.1	3.5832	4.5	83%	0	0	0
BooksRaja	375.00	171	40.1	1.1197	4.5	85%	0	0	0
Abhinav Books Store	445.50	60	110.6	1.3302	3	53%	0	0	0
Maitry book Agency	400.00	139	65.1	1.1944	3.5	68%	0	0	0
Books-a-zillion	445.50	89	110.6	1.3302	4	82%	0	0	0
SAI BOOKS	490.00	181	155.1	1.4631	3	46%	0	0	0
Bookswagon	787.00	6,387	452.1	2.35	4	70%	0	0	0
Sunrise Book store	807.00	1,359	472.1	2.4097	3.5	61%	0	0	0
Sunrise Book store	781.00	1,359	446.1	2.332	3.5	61%	0	0	0
etohfa	2382.00	23	2047.1	7.1126	5	100%	0	0	0
