Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Inetrade India	403.88	3,249	0.0	1.0	4	75%	0	0	0
Amazing_Buy	479.00	17,781	75.12	1.186	4.5	95%	1	0	0
uRead-Store	479.00	25,127	75.12	1.186	4.5	92%	1	0	1
MK BOOKS INDIA	509.00	2,245	105.12	1.2603	2.5	34%	0	0	0
ReadAhead	539.00	213	135.12	1.3346	4	79%	0	0	0
Bookflow	539.10	3,100	135.22	1.3348	3.5	67%	0	0	0
The Bookhive	479.20	43	75.32	1.1865	4	80%	0	0	0
BW ENTERPRISES	467.00	44	63.12	1.1563	4	79%	0	0	0
HERITAGE PUBLISHERS	569.00	783	165.12	1.4088	4.5	94%	0	0	0
BSK Book	589.00	159	185.12	1.4584	3.5	60%	0	0	0
Buy Amazing Books	599.00	3,536	195.12	1.4831	3	51%	0	0	0
CrossWord Books	551.00	116	147.12	1.3643	5	95%	0	0	0
Amazing BookS	479.00	106	75.12	1.186	3	54%	0	0	0
Book store01	599.00	11	195.12	1.4831	3	45%	0	0	0
MEETA BOOKS	539.00	47	135.12	1.3346	2.5	36%	0	0	0
BookInc	558.00	17	154.12	1.3816	4.5	94%	0	0	0
BOOKKR	599.00	5	195.12	1.4831	3.5	60%	0	0	0
A to Z Book House	599.00	1,275	195.12	1.4831	3	46%	0	0	0
SN Square	659.00	59	255.12	1.6317	4	75%	0	0	0
Ambe Books	619.55	2	215.67	1.534	3	50%	0	0	0
CrossWord Books	551.00	116	147.12	1.3643	5	95%	0	0	0
Ginni Books	619.55	9	215.67	1.534	4.5	89%	0	0	0
PKS RETAIL	762.00	4	358.12	1.8867	5	100%	0	0	0
S B T books	553.00	113	149.12	1.3692	4.5	88%	0	0	0
Bookswagon	850.00	6,375	446.12	2.1046	4	70%	0	0	0
W S Retaill	553.00	34	149.12	1.3692	3.5	69%	0	0	0
Sunrise Book store	888.00	1,356	484.12	2.1987	3.5	61%	0	0	0
B2A UK	1224.00	6,928	820.12	3.0306	4.5	83%	0	0	0
etohfa	2440.00	23	2036.12	6.0414	5	100%	0	0	0
