Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	329.00	1,528	0.0	1.0	3.5	67%	0	0	0
World500	339.00	3,268	10.0	1.0304	4	76%	0	0	0
Buy Amazing Books	349.00	3,554	20.0	1.0608	3	51%	0	0	0
Inetrade India	338.90	3,253	9.9	1.0301	4	75%	0	0	0
R-our Book	374.00	1,304	45.0	1.1368	4	77%	0	0	1
MK BOOKS INDIA	424.00	2,247	95.0	1.2888	2.5	34%	0	0	0
Bookflow	434.13	3,100	105.13	1.3195	3.5	68%	0	0	0
ReadAhead	449.00	213	120.0	1.3647	4	79%	0	0	0
uRead-Store	459.00	25,138	130.0	1.3951	4.5	92%	1	0	0
Goodread Bookstore	459.00	579	130.0	1.3951	5	97%	1	0	0
HERITAGE PUBLISHERS	469.00	783	140.0	1.4255	4.5	94%	0	0	0
Royal500	474.00	882	145.0	1.4407	4.5	92%	0	0	0
Suryan Books	399.00	39	70.0	1.2128	4.5	95%	0	0	0
Skycart	409.00	479	80.0	1.2432	4.5	90%	0	0	0
Winmaarc	485.00	118	156.0	1.4742	3.5	68%	0	0	0
ScribbleGraffito	409.18	29	80.18	1.2437	4.5	91%	0	0	0
Santusti Enterprises	499.00	26	170.0	1.5167	4	81%	0	0	0
EXCELLENT BOOK SERVICE	399.20	12	70.2	1.2134	3	50%	0	0	0
Resource book store	424.00	1	95.0	1.2888	5	100%	0	0	0
Abhinav Books Store	439.12	60	110.12	1.3347	3	53%	0	0	0
ReadAhead	449.00	213	120.0	1.3647	4	79%	0	0	0
Bookflow	449.10	3,100	120.1	1.365	3.5	68%	0	0	0
Winmaarc	485.00	118	156.0	1.4742	3.5	68%	0	0	0
ScribbleGraffito	414.17	29	85.17	1.2589	4.5	91%	0	0	0
Abhinav Books Store	449.10	60	120.1	1.365	3	53%	0	0	0
Books-a-zillion	449.10	89	120.1	1.365	4	82%	0	0	0
Special Library	514.00	57	185.0	1.5623	4	74%	0	0	0
A to Z Book House	499.00	1,275	170.0	1.5167	3	46%	0	0	0
Maitry book Agency	499.00	139	170.0	1.5167	3.5	68%	0	0	0
SAI BOOKS	494.00	181	165.0	1.5015	3	46%	0	0	0
Bookflow	449.10	3,100	120.1	1.365	3.5	68%	0	0	0
