Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	101.00	3,277	0.0	1.0	4	76%	0	0	0
Buy Amazing Books	102.00	3,558	1.0	1.0099	3	51%	0	0	0
Cloudtail India	150.00	1,299,289	49.0	1.4851	4.5	92%	1	1	1
Shree Pustak Mandir	120.00	132	19.0	1.1881	4	79%	0	0	0
MK BOOKS INDIA	150.00	2,249	49.0	1.4851	2.5	34%	0	0	0
Mirza Azharuddin	150.00	12	49.0	1.4851	3	50%	0	0	0
BookInc	143.00	17	42.0	1.4158	4.5	94%	0	0	0
Book Buffet	145.00	9	44.0	1.4356	4.5	78%	0	0	0
Booknow	117.00	898	16.0	1.1584	4	80%	0	0	0
AR Enterprises	128.00	3	27.0	1.2673	5	100%	0	0	0
Shree Pustak Mandir	120.00	132	19.0	1.1881	4	79%	0	0	0
