Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1414.00	1,299,242	0.0	1.0	4.5	92%	1	1	1
Bookswagon	1547.00	6,382	133.0	1.0941	4	70%	0	0	0
Atlantic Publishers and Distributors	1580.00	14,538	166.0	1.1174	4.5	94%	0	0	0
Peacockbooks	1631.00	2,801	217.0	1.1535	4.5	92%	0	0	0
Sunrise Book store	1542.00	1,358	128.0	1.0905	3.5	61%	0	0	0
Atlantic Publishers and Distributors	1760.00	14,538	346.0	1.2447	4.5	94%	0	0	0
Bookswagon	1798.00	6,382	384.0	1.2716	4	70%	0	0	0
SmartGlobal	2450.00	212	1036.0	1.7327	3	50%	0	0	0
Fast Media 2	2453.87	6,005	1039.87	1.7354	4	72%	0	0	0
D R	2769.00	12,169	1355.0	1.9583	4	82%	0	0	0
Bookswagon	1798.00	6,382	384.0	1.2716	4	70%	0	0	0
Sunrise Book store	1698.00	1,358	284.0	1.2008	3.5	61%	0	0	0
Sunrise Book store	2107.00	1,358	693.0	1.4901	3.5	61%	0	0	0
