Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	9939.00	1,299,179	0.0	1.0	4.5	92%	1	1	1
Sunrise Book store	10873.00	1,356	934.0	1.094	3.5	61%	0	0	0
Bookswagon	11367.00	6,377	1428.0	1.1437	4	70%	0	0	0
Peacockbooks	11959.00	2,801	2020.0	1.2032	4.5	92%	0	0	0
Atlantic Publishers and Distributors	12205.00	14,537	2266.0	1.228	4.5	94%	0	0	0
Bookswagon	12455.00	6,377	2516.0	1.2531	4	70%	0	0	0
Fast Media 2	13188.00	6,005	3249.0	1.3269	4	72%	0	0	0
Repro Books-On-Demand	13229.00	8,426	3290.0	1.331	4.5	94%	1	0	0
Sunrise Book store	13757.00	1,356	3818.0	1.3841	3.5	61%	0	0	0
Bookswagon	14525.00	6,377	4586.0	1.4614	4	70%	0	0	0
