Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Aayush Book Store	120.00		17.0	1.165			0	0	0
Bippen Sales	160.00	1	57.0	1.5534	4	100%	0	0	0
Book Darbar	164.00	1	61.0	1.5922	1	0%	0	0	0
CFM TRADERS	103.00	4	0.0	1.0	3	50%	0	0	0
Cloudtail India	199.00	1,299,238	96.0	1.932	4.5	92%	1	1	1
uRead-Store	208.18	25,138	105.18	2.0212	4.5	92%	1	0	0
Omnibooks	135.00		32.0	1.3107			0	0	0
ENDSEARCH	215.00	4	112.0	2.0874	4	75%	0	0	0
famous_Books	219.00	4	116.0	2.1262	4.5	75%	0	0	0
Book's Mart	225.00	9	122.0	2.1845	3.5	67%	0	0	0
Read factor	231.00	1,528	128.0	2.2427	3.5	67%	0	0	0
World500	235.00	3,268	132.0	2.2816	4	76%	0	0	0
Buy Amazing Books	238.00	3,554	135.0	2.3107	3	51%	0	0	0
PKS RETAIL	249.00	4	146.0	2.4175	5	100%	0	0	0
Shandaar Books Store	249.00	3	146.0	2.4175	3.5	67%	0	0	0
Reader's stock	150.00	34	47.0	1.4563	4.5	100%	0	0	0
BALAJI BOOK SERVICE	150.00		47.0	1.4563			0	0	0
Vah trading	160.00	75	57.0	1.5534	3.5	67%	0	0	0
Amazing_Buy	263.00	17,787	160.0	2.5534	4.5	95%	1	0	0
keybookz	263.00		160.0	2.5534			0	0	0
Mittal Books India	267.00	15,728	164.0	2.5922	4.5	95%	1	0	0
ApnaBazzar	270.00	49	167.0	2.6214	3.5	63%	0	0	0
Swag Starzz	275.00	1	172.0	2.6699	1	0%	0	0	0
R-our Book	262.00	1,304	159.0	2.5437	4	77%	0	0	0
Inetrade India	229.02	3,253	126.02	2.2235	4	75%	0	0	0
Bookflow	311.50	3,100	208.5	3.0243	3.5	68%	0	0	0
AskTech Books	263.00	2	160.0	2.5534	2.5	50%	0	0	0
BOOKS MASTER	280.00	22	177.0	2.7184	4	77%	0	0	0
Sri Ganesha Books	252.00	382	149.0	2.4466	4	82%	0	0	0
FOUNTAINHEAD	252.00	98	149.0	2.4466	4.5	91%	0	0	0
Essay Shopping Malls	331.00	52	228.0	3.2136	4	75%	0	0	0
Mumbai gift corner	333.00	720	230.0	3.233	4.5	89%	0	0	0
RSONS	258.00	481	155.0	2.5049	4.5	84%	0	0	0
O_Store	252.00	593	149.0	2.4466	4.5	87%	0	0	0
Books-Haat	245.00	663	142.0	2.3786	4.5	90%	0	0	0
Amazing Books-wow	335.00	106	232.0	3.2524	4.5	97%	0	0	0
Hashtag Digital Services	250.00		147.0	2.4272			0	0	0
killer,sbooks	336.00	18	233.0	3.2621	5	100%	0	0	0
HERITAGE PUBLISHERS	340.00	783	237.0	3.301	4.5	94%	0	0	0
aspire india	350.00	331	247.0	3.3981	4	73%	1	0	0
Book Wise Darya Ganj	350.00	1,098	247.0	3.3981	4.5	89%	0	0	0
Books Carnival	350.00	9	247.0	3.3981	4.5	89%	0	0	0
Randomindia	270.00	9	167.0	2.6214	3.5	67%	0	0	0
The Bookhive	280.00	43	177.0	2.7184	4	80%	0	0	0
Aggarwal Books India	265.00	1	162.0	2.5728	5	100%	0	0	0
Suryan Books	280.00	39	177.0	2.7184	4.5	95%	0	0	0
GBD BOOKS	280.00	232	177.0	2.7184	4	68%	0	0	0
all world books	298.00	3	195.0	2.8932	3.5	67%	0	0	0
BW ENTERPRISES	270.00	44	167.0	2.6214	4	79%	0	0	0
Book store01	335.00	14	232.0	3.2524	3.5	57%	0	0	0
Darth Vader	289.00	61	186.0	2.8058	4	77%	0	0	0
ScribbleGraffito	287.00	29	184.0	2.7864	4.5	91%	0	0	0
Okhla Book Distributor	235.00	59	132.0	2.2816	4.5	95%	0	0	0
Future Compass	287.00	32	184.0	2.7864	4.5	93%	0	0	0
Sunrise Book store	293.00	1,358	190.0	2.8447	3.5	61%	0	0	0
Winmaarc	373.00	118	270.0	3.6214	3.5	68%	0	0	0
Abhinav Books Store	308.00	60	205.0	2.9903	3	53%	0	0	0
Books Cloud	340.00	1	237.0	3.301	1	0%	0	0	0
BSK Book	350.00	160	247.0	3.3981	3.5	61%	0	0	0
V5MARK	267.00	8	164.0	2.5922	4	75%	0	0	0
Resource book store	298.00	1	195.0	2.8932	5	100%	0	0	0
BooksRaja	278.00	171	175.0	2.699	4.5	85%	0	0	0
Booksmandi	280.00	2,531	177.0	2.7184	4.5	89%	0	0	0
BOOK RADAR	305.00	295	202.0	2.9612	3.5	63%	0	0	0
Booknow	280.00	898	177.0	2.7184	4	80%	0	0	0
CNA Bookstore	270.00	477	167.0	2.6214	4.5	95%	0	0	0
IMPACT BOOKS	325.00	108	222.0	3.1553	4.5	95%	0	0	0
Books-a-zillion	325.50	89	222.5	3.1602	4	82%	0	0	0
A to Z Book House	350.00	1,275	247.0	3.3981	3	46%	0	0	0
Maitry book Agency	350.00	139	247.0	3.3981	3.5	68%	0	0	0
HERITAGE PUBLISHERS	345.00	783	242.0	3.3495	4.5	94%	0	0	0
ApnaBazzar	350.00	49	247.0	3.3981	3.5	63%	0	0	0
aspire india	280.00	331	177.0	2.7184	4	73%	0	0	0
ScribbleGraffito	290.50	29	187.5	2.8204	4.5	91%	0	0	0
united Books India	280.00		177.0	2.7184			0	0	0
ROSHAN COLLECTION	402.00		299.0	3.9029			0	0	0
Ambe Books	405.02	2	302.02	3.9322	3	50%	0	0	0
Ginni Books	405.12	9	302.12	3.9332	4.5	89%	0	0	0
SAI BOOKS	346.00	181	243.0	3.3592	3	46%	0	0	0
Amazing Publications & Distributing Network	700.00	18	597.0	6.7961	5	100%	0	0	0
BSK Book	350.00	160	247.0	3.3981	3.5	61%	0	0	0
Abhinav Books Store	315.00	60	212.0	3.0583	3	53%	0	0	0
Abhinav Books Store	322.00	60	219.0	3.1262	3	53%	0	0	0
Books-a-zillion	350.00	89	247.0	3.3981	4	82%	0	0	0
Ginni Books	428.31	9	325.31	4.1583	4.5	89%	0	0	0
Ambe Books	428.41	2	325.41	4.1593	3	50%	0	0	0
SAI BOOKS	346.00	181	243.0	3.3592	3	46%	0	0	0
SAI BOOKS	402.50	181	299.5	3.9078	3	46%	0	0	0
