Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
amazingbuy_	289.00	1	0.0	1.0	5	100%	0	0	0
trump tech	394.00	3	105.0	1.3633	3.5	67%	0	0	0
Read factor	395.00	1,524	106.0	1.3668	3.5	67%	0	0	0
uRead-Store	398.00	25,134	109.0	1.3772	4.5	92%	1	0	1
Amazing_Buy	398.00	17,787	109.0	1.3772	4.5	95%	1	0	0
PKS RETAIL	406.00	4	117.0	1.4048	5	100%	0	0	0
World500	407.00	3,255	118.0	1.4083	4	76%	0	0	0
aspire india	420.00	331	131.0	1.4533	4	73%	1	0	0
BOOKS BOOKS INDIA	340.00	56	51.0	1.1765	3.5	55%	0	0	0
ReadAhead	449.00	213	160.0	1.5536	4	79%	0	0	0
Goodread Bookstore	459.00	579	170.0	1.5882	5	97%	1	0	0
Book Selection Centre	374.00	136	85.0	1.2941	4.5	96%	0	0	0
SharadaEnterprise	465.00		176.0	1.609			0	0	0
Inetrade India	391.89	3,253	102.89	1.356	4	75%	0	0	0
Booknow	389.00	898	100.0	1.346	4	80%	0	0	0
Buy Amazing Books	499.00	3,549	210.0	1.7266	3	51%	0	0	0
MidLand_Books	499.00		210.0	1.7266			0	0	0
Sameer Book House	500.00	3	211.0	1.7301	3.5	67%	1	0	0
MK BOOKS INDIA	509.00	2,247	220.0	1.7612	2.5	34%	0	0	0
FOUNTAINHEAD	431.00	98	142.0	1.4913	4.5	91%	0	0	0
Sri Ganesha Books	431.00	382	142.0	1.4913	4	82%	0	0	0
AskTech Books	451.00	2	162.0	1.5606	2.5	50%	0	0	0
Books Cloud	469.00	1	180.0	1.6228	1	0%	0	0	0
A Mind's Bookstore	437.00	1,409	148.0	1.5121	4.5	89%	0	0	0
GBD Publishers	424.00	47	135.0	1.4671	4	79%	0	0	0
Best Deal India	450.00	6	161.0	1.5571	5	100%	0	0	0
SBM Enterprises	443.26	48	154.26	1.5338	4	75%	0	0	0
Bookflow	539.10	3,100	250.1	1.8654	3.5	67%	0	0	0
fairdealenterprise	461.23	41	172.23	1.596	2.5	34%	0	0	0
Comma365	505.00	2,242	216.0	1.7474	4.5	95%	0	0	0
W S Retaill	553.00	34	264.0	1.9135	3.5	69%	0	0	0
S B T books	553.00	113	264.0	1.9135	4.5	88%	0	0	0
The Bookhive	479.20	43	190.2	1.6581	4	80%	0	0	0
Browsers' Lounge	479.20	122	190.2	1.6581	4.5	96%	0	0	0
GBD BOOKS	479.00	232	190.0	1.6574	4	68%	0	0	0
BW ENTERPRISES	467.00	44	178.0	1.6159	4	79%	0	0	0
HERITAGE PUBLISHERS	569.00	783	280.0	1.9689	4.5	94%	0	0	0
Rajiv Book House	480.00	371	191.0	1.6609	4.5	93%	0	0	0
RSONS	498.00	481	209.0	1.7232	4.5	84%	0	0	0
Skycart	500.00	479	211.0	1.7301	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	208.17	1.7203	4.5	91%	0	0	0
Sunrise Book store	458.00	1,357	169.0	1.5848	3.5	61%	0	0	0
TODAY READERS	499.00	23	210.0	1.7266	4.5	82%	0	0	0
Booksmandi	480.00	2,531	191.0	1.6609	4.5	89%	0	0	0
BooksRaja	487.00	171	198.0	1.6851	4.5	85%	0	0	0
Book store01	564.00	11	275.0	1.9516	3	45%	0	0	0
Santusti Enterprises	599.00	26	310.0	2.0727	4	81%	0	0	0
CrossWord Books	551.00	116	262.0	1.9066	5	95%	0	0	0
Amazing BookS	479.00	106	190.0	1.6574	3	54%	0	0	0
CNA Bookstore	490.00	477	201.0	1.6955	4.5	95%	0	0	0
Starmark	539.10	2,139	250.1	1.8654	3.5	68%	0	0	0
BookAdda	551.00	365	262.0	1.9066	3	47%	0	0	0
dealstar	631.00	6,596	342.0	2.1834	4.5	85%	0	0	0
BookInc	558.00	17	269.0	1.9308	4.5	94%	0	0	0
BOOKKR	599.00	5	310.0	2.0727	3.5	60%	0	0	0
Books-a-zillion	539.10	89	250.1	1.8654	4	82%	0	0	0
Kushii Radiance Bookshop	570.00	63	281.0	1.9723	4.5	84%	0	0	0
A to Z Book House	599.00	1,275	310.0	2.0727	3	46%	0	0	0
Universal Books House	555.00	1	266.0	1.9204	5	100%	0	0	0
SN Square	659.00	59	370.0	2.2803	4	75%	0	0	0
aspire india	419.00	331	130.0	1.4498	4	73%	0	0	0
ReadAhead	539.00	213	250.0	1.8651	4	79%	0	0	0
ScribbleGraffito	497.17	29	208.17	1.7203	4.5	91%	0	0	0
CrossWord Books	551.00	116	262.0	1.9066	5	95%	0	0	0
Bookswagon	782.00	6,382	493.0	2.7059	4	70%	0	0	0
Bookswagon	784.00	6,382	495.0	2.7128	4	70%	0	0	0
SAI BOOKS	593.00	181	304.0	2.0519	3	46%	0	0	0
SAI BOOKS	599.00	181	310.0	2.0727	3	46%	0	0	0
Sunrise Book store	744.00	1,357	455.0	2.5744	3.5	61%	0	0	0
etohfa	2287.00	23	1998.0	7.9135	5	100%	0	0	0
Sunrise Book store	781.00	1,357	492.0	2.7024	3.5	61%	0	0	0
