Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	694.00	1,299,338	0.0	1.0	4.5	92%	1	1	1
Sunrise Book store	910.00	1,360	216.0	1.3112	3.5	61%	0	0	0
Bookswagon	1156.00	6,390	462.0	1.6657	4	70%	0	0	0
Atlantic Publishers and Distributors	1185.00	14,542	491.0	1.7075	4.5	94%	0	0	0
Fast Media 2	1186.37	6,007	492.37	1.7095	4	72%	0	0	0
Bookswagon	1156.00	6,390	462.0	1.6657	4	70%	0	0	0
Sunrise Book store	1288.00	1,360	594.0	1.8559	3.5	61%	0	0	0
Sunrise Book store	1109.00	1,360	415.0	1.598	3.5	61%	0	0	0
Sunrise Book store	1130.00	1,360	436.0	1.6282	3.5	61%	0	0	0
D R	1510.00	12,168	816.0	2.1758	4	82%	0	0	0
Sunrise Book store	1134.00	1,360	440.0	1.634	3.5	61%	0	0	0
