Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
uRead-Store	660.89	25,138	74.0	1.1261	4.5	92%	1	0	1
Amazing_Buy	660.89	17,787	74.0	1.1261	4.5	95%	1	0	0
Inetrade India	586.89	3,254	0.0	1.0	4	75%	0	0	0
Read factor	679.00	1,528	92.11	1.1569	3.5	67%	0	0	0
MK BOOKS INDIA	679.00	2,247	92.11	1.1569	2.5	34%	0	0	0
Book Selection Centre	599.00	136	12.11	1.0206	4.5	96%	0	0	0
Goodread Bookstore	703.00	579	116.11	1.1978	5	97%	1	0	0
ReadAhead	719.00	213	132.11	1.2251	4	79%	0	0	0
Bookflow	719.10	3,100	132.21	1.2253	3.5	68%	0	0	0
Skycart	655.00	479	68.11	1.1161	4.5	90%	0	0	0
ReadAhead	719.10	213	132.21	1.2253	4	79%	0	0	0
Bookflow	719.10	3,100	132.21	1.2253	3.5	68%	0	0	0
Abhinav Books Store	703.12	60	116.23	1.198	3	53%	0	0	0
Santusti Enterprises	799.00	26	212.11	1.3614	4	81%	0	0	0
Buy24*7	799.00	19	212.11	1.3614	4.5	89%	0	0	0
Abhinav Books Store	735.00	60	148.11	1.2524	3	53%	0	0	0
A to Z Book House	799.00	1,275	212.11	1.3614	3	46%	0	0	0
