Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	474.00	8,424	22.0	1.0487	4.5	94%	1	0	1
BooksRaja	452.00	171	0.0	1.0	4.5	85%	0	0	0
Nanhi Shop	477.00	53	25.0	1.0553	3	51%	0	0	0
V5MARK	471.00	8	19.0	1.042	4	75%	0	0	0
BPB PUBLICATIONS	499.00	112	47.0	1.104	4.5	85%	0	0	0
Sunrise Book store	475.00	1,356	23.0	1.0509	3.5	61%	0	0	0
Books-a-zillion	499.00	89	47.0	1.104	4	82%	0	0	0
radhika A communication	496.00	29	44.0	1.0973	4	78%	0	0	0
Book eHub	853.00	32	401.0	1.8872	4	74%	0	0	0
Bookswagon	1908.00	6,375	1456.0	4.2212	4	70%	0	0	0
