Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	1417.00	1,299,183	0.0	1.0	4.5	92%	1	1	1
Atlantic Publishers and Distributors	1529.00	14,538	112.0	1.079	4.5	94%	0	0	0
Peacockbooks	1603.00	2,801	186.0	1.1313	4.5	92%	0	0	0
Atlantic Publishers and Distributors	1693.00	14,538	276.0	1.1948	4.5	94%	0	0	0
Bookswagon	1744.00	6,379	327.0	1.2308	4	70%	0	0	0
Sunrise Book store	1638.00	1,356	221.0	1.156	3.5	61%	0	0	0
Sunrise Book store	1935.00	1,356	518.0	1.3656	3.5	61%	0	0	0
INFINITE BOOKS	2205.75	285	788.75	1.5566	5	99%	0	0	0
D R	3281.00	12,168	1864.0	2.3155	4	82%	0	0	0
etohfa	3939.00	23	2522.0	2.7798	5	100%	0	0	0
