Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Peacockbooks	1721.00	2,801	52.0	1.0312	4.5	92%	0	0	1
Atlantic Publishers and Distributors	1669.00	14,540	0.0	1.0	4.5	94%	0	0	0
Atlantic Publishers and Distributors	1867.00	14,540	198.0	1.1186	4.5	94%	0	0	0
Bookswagon	1837.00	6,387	168.0	1.1007	4	70%	0	0	0
Bookswagon	1890.00	6,387	221.0	1.1324	4	70%	0	0	0
B2A UK	1959.00	6,928	290.0	1.1738	4.5	83%	0	0	0
Sunrise Book store	1960.00	1,359	291.0	1.1744	3.5	61%	0	0	0
Fast Media 2	2701.03	6,006	1032.03	1.6184	4	72%	0	0	0
D R	2913.00	12,169	1244.0	1.7454	4	82%	0	0	0
etohfa	3918.00	23	2249.0	2.3475	5	100%	0	0	0
Bookswagon	1951.00	6,387	282.0	1.169	4	70%	0	0	0
Sunrise Book store	1859.00	1,359	190.0	1.1138	3.5	61%	0	0	0
Sunrise Book store	1982.00	1,359	313.0	1.1875	3.5	61%	0	0	0
