Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SanvirBooksWorld	386.10		0.0	1.0			0	0	0
Bhayaji Home decor	390.00	37	3.9	1.0101	4	73%	0	0	1
Blossom book house	399.00	58	12.9	1.0334	4	74%	0	0	0
World500	413.00	3,248	26.9	1.0697	4	76%	0	0	0
uRead-Store	443.00	25,130	56.9	1.1474	4.5	92%	1	0	0
siddharth books	400.00	51	13.9	1.036	2.5	36%	0	0	0
Amazing_Buy	538.00	17,783	151.9	1.3934	4.5	95%	1	0	0
Inetrade India	477.87	3,250	91.77	1.2377	4	75%	0	0	0
ReadAhead	629.00	213	242.9	1.6291	4	79%	0	0	0
Read factor	699.00	1,517	312.9	1.8104	3.5	67%	0	0	0
MK BOOKS INDIA	699.00	2,246	312.9	1.8104	2.5	34%	0	0	0
