Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Your Book store	249.00	17	0.0	1.0	4.5	88%	0	0	0
PK Textbooks	295.00	31	46.0	1.1847	3.5	61%	0	0	0
RA Books	410.00	5	161.0	1.6466	4.5	100%	0	0	0
Cloudtail India	420.00	1,299,289	171.0	1.6867	4.5	92%	1	1	1
Somaiyas	297.00	51	48.0	1.1928	4.5	96%	0	0	0
Bharatiyam Books	350.00	92	101.0	1.4056	4	69%	0	0	0
JBCPD	498.00	32,618	249.0	2.0	4.5	93%	1	0	0
uRead-Store	510.00	25,152	261.0	2.0482	4.5	92%	1	0	0
O_Store	451.00	593	202.0	1.8112	4.5	87%	0	0	0
BPA BOOKS	445.00	1,244	196.0	1.7871	4	77%	0	0	0
raj pustak mandir jpr	425.00	28	176.0	1.7068	5	100%	0	0	0
Sameer Book Depot	480.00	35	231.0	1.9277	3.5	58%	0	0	0
Kushii Radiance Bookshop	495.00	63	246.0	1.988	4.5	84%	0	0	0
Comma365	548.00	2,242	299.0	2.2008	4.5	95%	0	0	0
Bharatiyam Books	499.00	92	250.0	2.004	4	69%	0	0	0
Bookshelff	499.00	72	250.0	2.004	4	82%	0	0	0
Payal Books	500.00	657	251.0	2.008	3	52%	0	0	0
UNIVERSAL BOOK SHOWROOMS	505.00	1,081	256.0	2.0281	4	80%	0	0	0
Sunrise Book store	487.00	1,359	238.0	1.9558	3.5	61%	0	0	0
Mirza Azharuddin	550.00	12	301.0	2.2088	3	50%	0	0	0
Booksmandi	523.00	2,531	274.0	2.1004	4.5	89%	0	0	0
V5MARK	515.00	8	266.0	2.0683	4	75%	0	0	0
BookAdda	550.00	365	301.0	2.2088	3	46%	0	0	0
Technical Book	435.00	53	186.0	1.747	3.5	62%	0	0	0
BooksRaja	542.00	171	293.0	2.1767	4.5	85%	0	0	0
The Grand_Store	560.00	10	311.0	2.249	3	50%	0	0	0
BOOK CENTRE	563.00	862	314.0	2.261	4	81%	0	0	0
Books-a-zillion	550.00	89	301.0	2.2088	4	82%	0	0	0
Ebookstore	667.00	522	418.0	2.6787	4.5	85%	0	0	0
UniversalBook Store	550.00	13	301.0	2.2088	4	69%	0	0	0
Sunrise Book store	487.00	1,359	238.0	1.9558	3.5	61%	0	0	0
BooksRaja	542.00	171	293.0	2.1767	4.5	85%	0	0	0
Books-a-zillion	550.00	89	301.0	2.2088	4	82%	0	0	0
SAI BOOKS	544.00	181	295.0	2.1847	3	46%	0	0	0
Universal Books House	669.00	1	420.0	2.6867	5	100%	0	0	0
Book eHub	895.00	32	646.0	3.5944	4	72%	0	0	0
Speedy_Books	931.00	490	682.0	3.739	4.5	81%	0	0	0
ASIAN TREASURES	1081.00	18	832.0	4.3414	4.5	94%	0	0	0
Books-a-zillion	550.00	89	301.0	2.2088	4	82%	0	0	0
SAI BOOKS	544.00	181	295.0	2.1847	3	46%	0	0	0
SAI BOOKS	707.00	181	458.0	2.8394	3	46%	0	0	0
