Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	245.00	1,528	0.0	1.0	3.5	67%	0	0	0
Inetrade India	253.92	3,253	8.92	1.0364	4	75%	0	0	0
uRead-Store	329.00	25,138	84.0	1.3429	4.5	92%	1	0	1
FOUNTAINHEAD	252.00	98	7.0	1.0286	4.5	91%	0	0	0
Sri Ganesha Books	252.00	382	7.0	1.0286	4	82%	0	0	0
A Mind's Bookstore	255.00	1,409	10.0	1.0408	4.5	89%	0	0	0
Goodread Bookstore	350.00	579	105.0	1.4286	5	97%	1	0	0
SBM Enterprises	262.50	48	17.5	1.0714	4	75%	0	0	0
Suryan Books	280.00	39	35.0	1.1429	4.5	95%	0	0	0
RSONS	289.00	481	44.0	1.1796	4.5	84%	0	0	0
Abhinav Books Store	308.00	60	63.0	1.2571	3	53%	0	0	0
Resource book store	298.00	1	53.0	1.2163	5	100%	0	0	0
A to Z Book House	350.00	1,275	105.0	1.4286	3	46%	0	0	0
Ambe Books	405.02	2	160.02	1.6531	3	50%	0	0	0
Ginni Books	405.12	9	160.12	1.6536	4.5	89%	0	0	0
Atlantic Publishers and Distributors	540.00	14,538	295.0	2.2041	4.5	94%	0	0	0
Peacockbooks	595.00	2,801	350.0	2.4286	4.5	92%	0	0	0
Bookswagon	653.00	6,382	408.0	2.6653	4	70%	0	0	0
Sunrise Book store	682.00	1,358	437.0	2.7837	3.5	61%	0	0	0
B2A UK	1017.00	6,928	772.0	4.151	4.5	83%	0	0	0
Abhinav Books Store	315.00	60	70.0	1.2857	3	53%	0	0	0
Bookswagon	653.00	6,382	408.0	2.6653	4	70%	0	0	0
Sunrise Book store	614.00	1,358	369.0	2.5061	3.5	61%	0	0	0
Sunrise Book store	645.00	1,358	400.0	2.6327	3.5	61%	0	0	0
D R	2136.00	12,168	1891.0	8.7184	4	82%	0	0	0
