Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	407.00	3,268	15.11	1.0386	4	76%	0	0	0
uRead-Store	438.02	25,138	46.13	1.1177	4.5	92%	1	0	0
Amazing_Buy	438.02	17,787	46.13	1.1177	4.5	95%	1	0	1
Inetrade India	391.89	3,253	0.0	1.0	4	75%	0	0	0
Mumbai gift corner	569.00	720	177.11	1.4519	4.5	89%	0	0	0
ScribbleGraffito	497.17	29	105.28	1.2686	4.5	91%	0	0	0
Books For All	599.00	314	207.11	1.5285	4	81%	1	0	0
BookAdda	551.00	365	159.11	1.406	3	46%	0	0	0
Bookswagon	778.00	6,382	386.11	1.9853	4	70%	0	0	0
Sunrise Book store	775.00	1,358	383.11	1.9776	3.5	61%	0	0	0
