Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Om Sakthi Books International	262.42	43	0.0	1.0	3.5	58%	0	0	0
Amazing_Buy	329.00	17,778	66.58	1.2537	4.5	95%	1	0	1
Read factor	329.00	1,516	66.58	1.2537	3.5	67%	0	0	0
uRead-Store	339.00	25,123	76.58	1.2918	4.5	92%	1	0	0
World500	339.00	3,248	76.58	1.2918	4	76%	0	0	0
Rk & company	289.00	36	26.58	1.1013	3.5	65%	0	0	0
zohair book centre	399.00	30	136.58	1.5205	4.5	90%	0	0	0
Inetrade India	326.48	3,249	64.06	1.2441	4	75%	0	0	0
ReadAhead	449.10	213	186.68	1.7114	4	79%	0	0	0
Buy Amazing Books	499.00	3,536	236.58	1.9015	3	51%	0	0	0
MK BOOKS INDIA	499.00	2,245	236.58	1.9015	2.5	34%	0	0	0
fairdealenterprise	499.00	41	236.58	1.9015	2.5	34%	0	0	0
Bookswagon	775.00	6,375	512.58	2.9533	4	70%	0	0	0
Bookswagon	777.00	6,375	514.58	2.9609	4	70%	0	0	0
Sunrise Book store	737.00	1,356	474.58	2.8085	3.5	61%	0	0	0
Sunrise Book store	774.00	1,356	511.58	2.9495	3.5	61%	0	0	0
B2A UK	1150.00	6,928	887.58	4.3823	4.5	84%	0	0	0
