Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
RN Books World	165.00	4	0.0	1.0	3.5	50%	0	0	0
uRead-Store	220.00	25,160	55.0	1.3333	4.5	92%	1	0	0
Cloudtail India	220.00	1,299,337	55.0	1.3333	4.5	92%	1	1	1
World500	238.00	3,319	73.0	1.4424	4	76%	0	0	0
Read factor	263.00	1,544	98.0	1.5939	3.5	67%	0	0	0
Amazing_Buy	299.00	17,790	134.0	1.8121	4.5	95%	1	0	0
Essay Shopping Malls	331.00	52	166.0	2.0061	4	75%	0	0	0
Inetrade India	261.07	3,258	96.07	1.5822	4	75%	0	0	0
Bookflow	347.13	3,100	182.13	2.1038	3.5	68%	0	0	0
Buy Amazing Books	350.00	3,570	185.0	2.1212	3	52%	0	0	0
MK BOOKS INDIA	350.00	2,249	185.0	2.1212	2.5	34%	0	0	0
Crossword Bookstores Ltd	280.00	2,475	115.0	1.697	4	74%	0	0	0
Prism Books Pvt Ltd	319.00	1,014	154.0	1.9333	4.5	83%	0	0	0
Booknow	273.00	898	108.0	1.6545	4	80%	0	0	0
Bridging Borders	299.00	4	134.0	1.8121	5	100%	0	0	0
BW ENTERPRISES	307.00	44	142.0	1.8606	4	79%	0	0	0
Skycart	331.00	479	166.0	2.0061	4.5	90%	0	0	0
ScribbleGraffito	327.18	29	162.18	1.9829	4.5	91%	0	0	0
BOOK CENTRE	318.00	862	153.0	1.9273	4	81%	0	0	0
Browsers' Lounge	342.00	122	177.0	2.0727	4.5	96%	0	0	0
Read factor	263.00	1,544	98.0	1.5939	3.5	67%	0	0	0
A to Z Book House	399.00	1,276	234.0	2.4182	3	44%	0	0	0
Booksmandi	399.00	2,531	234.0	2.4182	4.5	89%	0	0	0
Bookswagon	549.00	6,390	384.0	3.3273	4	70%	0	0	0
Atlantic Publishers and Distributors	469.00	14,542	304.0	2.8424	4.5	94%	0	0	0
Bookswagon	574.00	6,390	409.0	3.4788	4	70%	0	0	0
Peacockbooks	523.00	2,803	358.0	3.1697	4.5	92%	0	0	0
Sunrise Book store	589.00	1,360	424.0	3.5697	3.5	61%	0	0	0
Sunrise Book store	522.00	1,360	357.0	3.1636	3.5	61%	0	0	0
Oaksnaps	689.00	11	524.0	4.1758	3	55%	0	0	0
Sunrise Book store	535.00	1,360	370.0	3.2424	3.5	61%	0	0	0
