Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	288.00	1,299,219	0.0	1.0	4.5	92%	1	1	1
uRead-Store	295.00	25,134	7.0	1.0243	4.5	92%	1	0	0
Read factor	297.00	1,526	9.0	1.0312	3.5	67%	0	0	0
World500	306.00	3,268	18.0	1.0625	4	76%	0	0	0
Repro Books on Demand	315.00	3,418	27.0	1.0938	4.5	93%	1	0	0
The Browser Bookstore	349.00	37	61.0	1.2118	3.5	69%	0	0	0
Amazing_Buy	352.00	17,787	64.0	1.2222	4.5	95%	1	0	0
Inetrade India	326.48	3,253	38.48	1.1336	4	75%	0	0	0
Sri Ganesha Books	324.00	382	36.0	1.125	4	82%	0	0	0
FOUNTAINHEAD	324.00	98	36.0	1.125	4.5	91%	0	0	0
A Mind's Bookstore	328.00	1,409	40.0	1.1389	4.5	89%	0	0	0
Prism Books Pvt Ltd	360.00	1,014	72.0	1.25	4.5	83%	0	0	0
MONOBO BOOKS	328.00	117	40.0	1.1389	4.5	86%	0	0	0
Comma365	381.00	2,242	93.0	1.3229	4.5	95%	0	0	0
SBM Enterprises	333.00	48	45.0	1.1562	4	75%	0	0	0
Bookflow	434.13	3,100	146.13	1.5074	3.5	67%	0	0	0
The Bookhive	360.00	43	72.0	1.25	4	80%	0	0	0
Royal500	435.00	881	147.0	1.5104	4.5	92%	0	0	0
BSK Book	450.00	159	162.0	1.5625	3.5	60%	0	0	0
Buy Amazing Books	450.00	3,554	162.0	1.5625	3	51%	0	0	0
MK BOOKS INDIA	450.00	2,247	162.0	1.5625	2.5	34%	0	0	0
Mumbai gift corner	450.00	718	162.0	1.5625	4.5	89%	0	0	0
Buy24*7	450.00	19	162.0	1.5625	4.5	89%	0	0	0
BW ENTERPRISES	360.00	44	72.0	1.25	4	79%	0	0	0
fairdealenterprise	337.50	41	49.5	1.1719	2.5	34%	0	0	0
S B T books	416.00	113	128.0	1.4444	4.5	88%	0	0	0
W S Retaill	415.00	34	127.0	1.441	3.5	69%	0	0	0
Book store01	430.00	11	142.0	1.4931	3	45%	0	0	0
Booksmandi	360.00	2,531	72.0	1.25	4.5	89%	0	0	0
CrossWord Books	414.00	116	126.0	1.4375	5	95%	0	0	0
Suraj Trading - Express Delivery	366.00	48	78.0	1.2708	3	53%	0	0	0
BookInc	405.00	17	117.0	1.4062	4.5	94%	0	0	0
BOOKKR	450.00	5	162.0	1.5625	3.5	60%	0	0	0
ScribbleGraffito	409.18	29	121.18	1.4208	4.5	91%	0	0	0
DARPAN	450.00	33	162.0	1.5625	4.5	85%	0	0	0
Browsers' Lounge	432.00	122	144.0	1.5	4.5	96%	0	0	0
Kushii Radiance Bookshop	428.00	63	140.0	1.4861	4.5	84%	0	0	0
A to Z Book House	450.00	1,275	162.0	1.5625	3	46%	0	0	0
Books: The Destiny Maker	563.00	285	275.0	1.9549	4	68%	0	0	0
Atlantic Publishers and Distributors	667.00	14,538	379.0	2.316	4.5	94%	0	0	0
BSK Book	450.00	159	162.0	1.5625	3.5	60%	0	0	0
S B T books	419.00	113	131.0	1.4549	4.5	88%	0	0	0
W S Retaill	415.00	34	127.0	1.441	3.5	69%	0	0	0
CrossWord Books	414.00	116	126.0	1.4375	5	95%	0	0	0
BookInc	405.00	17	117.0	1.4062	4.5	94%	0	0	0
BOOKKR	450.00	5	162.0	1.5625	3.5	60%	0	0	0
Peacockbooks	722.00	2,801	434.0	2.5069	4.5	92%	0	0	0
Bookswagon	777.00	6,382	489.0	2.6979	4	70%	0	0	0
Sunrise Book store	774.00	1,357	486.0	2.6875	3.5	61%	0	0	0
