Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Repro Books-On-Demand	278.00	8,436	0.0	1.0	4.5	94%	1	0	1
Cloudtail India	279.00	1,299,315	1.0	1.0036	4.5	92%	1	1	0
ReproIndia	348.00	924	70.0	1.2518	4	79%	0	0	0
Repro Books on Demand	529.00	3,418	251.0	1.9029	4.5	93%	1	0	0
Atlantic Publishers and Distributors	581.00	14,541	303.0	2.0899	4.5	94%	0	0	0
Bookswagon	577.00	6,389	299.0	2.0755	4	70%	0	0	0
Sunrise Book store	659.00	1,360	381.0	2.3705	3.5	61%	0	0	0
Peacockbooks	622.00	2,801	344.0	2.2374	4.5	92%	0	0	0
B2A UK	1018.00	6,928	740.0	3.6619	4.5	83%	0	0	0
Fast Media 2	1820.90	6,006	1542.9	6.55	4	72%	0	0	0
Bookswagon	604.00	6,389	326.0	2.1727	4	70%	0	0	0
