Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
World500	401.00	3,248	9.11	1.0232	4	76%	0	0	0
uRead-Store	466.89	25,131	75.0	1.1914	4.5	92%	1	0	1
Inetrade India	391.89	3,250	0.0	1.0	4	75%	0	0	0
AskTech Books	451.00	2	59.11	1.1508	2.5	50%	0	0	0
Mumbai gift corner	519.00	717	127.11	1.3244	4.5	90%	0	0	0
Bookflow	533.11	3,100	141.22	1.3604	3.5	67%	0	0	0
Comma365	505.00	2,242	113.11	1.2886	4.5	95%	0	0	0
Books For All	549.00	314	157.11	1.4009	4	81%	1	0	0
Royal500	549.00	875	157.11	1.4009	4.5	92%	0	0	0
The Bookhive	479.20	43	87.31	1.2228	4	80%	0	0	0
BW ENTERPRISES	467.00	44	75.11	1.1917	4	79%	0	0	0
siddharth books	500.00	51	108.11	1.2759	2.5	36%	0	0	0
Booksmandi	480.00	2,530	88.11	1.2248	4.5	89%	0	0	0
MK BOOKS INDIA	599.00	2,247	207.11	1.5285	2.5	34%	0	0	0
Buy Amazing Books	649.00	3,536	257.11	1.6561	3	51%	0	0	0
Browsers' Lounge	576.00	122	184.11	1.4698	4.5	96%	0	0	0
A to Z Book House	599.00	1,275	207.11	1.5285	3	46%	0	0	0
Ginni Books	619.55	9	227.66	1.5809	4.5	89%	0	0	0
Ambe Books	619.55	2	227.66	1.5809	3	50%	0	0	0
dealstar	758.00	6,596	366.11	1.9342	4.5	85%	0	0	0
Bookswagon	794.00	6,375	402.11	2.0261	4	70%	0	0	0
PKS RETAIL	893.00	4	501.11	2.2787	5	100%	0	0	0
Sunrise Book store	792.00	1,356	400.11	2.021	3.5	61%	0	0	0
