Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Simmra Book House	399.00	62	0.0	1.0	4.5	84%	0	0	0
Inetrade India	536.88	3,256	137.88	1.3456	4	75%	0	0	0
uRead-Store	611.94	25,154	212.94	1.5337	4.5	92%	1	0	1
R-our Book	562.00	1,305	163.0	1.4085	4	76%	0	0	0
MK BOOKS INDIA	638.00	2,249	239.0	1.599	2.5	34%	0	0	0
Book Selection Centre	555.00	136	156.0	1.391	4.5	96%	0	0	0
Together Books distributor	567.00	3	168.0	1.4211	5	100%	0	0	0
The Bookhive	600.00	43	201.0	1.5038	4	80%	0	0	0
ReadAhead	675.00	213	276.0	1.6917	4	79%	0	0	0
Bookflow	675.00	3,100	276.0	1.6917	3.5	68%	0	0	0
Suryan Books	600.00	39	201.0	1.5038	4.5	95%	0	0	0
Booknow	585.00	898	186.0	1.4662	4	80%	0	0	0
ScribbleGraffito	615.00	29	216.0	1.5414	4.5	91%	0	0	0
Skycart	622.00	479	223.0	1.5589	4.5	90%	0	0	0
HERITAGE PUBLISHERS	705.00	783	306.0	1.7669	4.5	94%	0	0	0
Resource book store	638.00	1	239.0	1.599	5	100%	0	0	0
Abhinav Books Store	660.00	60	261.0	1.6541	3	53%	0	0	0
Amazing BookS	600.00	106	201.0	1.5038	3	54%	0	0	0
CrossWord Books	690.00	116	291.0	1.7293	5	95%	0	0	0
Winmaarc	744.00	118	345.0	1.8647	3.5	68%	0	0	0
Buy Amazing Books	750.00	3,558	351.0	1.8797	3	51%	0	0	0
Santusti Enterprises	750.00	26	351.0	1.8797	4	81%	0	0	0
killer,sbooks	750.00	18	351.0	1.8797	5	100%	0	0	0
Starmark	675.00	2,139	276.0	1.6917	3.5	68%	0	0	0
BSK Book	740.00	160	341.0	1.8546	3.5	60%	0	0	0
S B T books	692.00	113	293.0	1.7343	4.5	88%	0	0	0
W S Retaill	692.00	34	293.0	1.7343	3.5	68%	0	0	0
BookInc	698.00	17	299.0	1.7494	4.5	94%	0	0	0
Book store01	750.00	14	351.0	1.8797	3.5	57%	0	0	0
BOOKKR	750.00	5	351.0	1.8797	3.5	60%	0	0	0
Browsers' Lounge	720.00	122	321.0	1.8045	4.5	96%	0	0	0
A to Z Book House	750.00	1,275	351.0	1.8797	3	45%	0	0	0
Booksmandi	750.00	2,531	351.0	1.8797	4.5	89%	0	0	0
SN Square	825.00	59	426.0	2.0677	4	75%	0	0	0
SAI BOOKS	742.00	181	343.0	1.8596	3	46%	0	0	0
Fast Media 2	1131.77	6,006	732.77	2.8365	4	72%	0	0	0
Ambe Books	1120.68	2	721.68	2.8087	3	50%	0	0	0
Ginni Books	1120.78	9	721.78	2.809	4.5	89%	0	0	0
INFINITE BOOKS	1535.19	288	1136.19	3.8476	5	99%	0	0	0
Bookswagon	1525.00	6,387	1126.0	3.8221	4	70%	0	0	0
ScribbleGraffito	622.50	29	223.5	1.5602	4.5	91%	0	0	0
CrossWord Books	690.00	116	291.0	1.7293	5	95%	0	0	0
Abhinav Books Store	675.00	60	276.0	1.6917	3	53%	0	0	0
Sunrise Book store	1486.00	1,359	1087.0	3.7243	3.5	61%	0	0	0
Sunrise Book store	1783.00	1,359	1384.0	4.4687	3.5	61%	0	0	0
B2A UK	1866.00	6,928	1467.0	4.6767	4.5	83%	0	0	0
D R	2513.00	12,169	2114.0	6.2982	4	82%	0	0	0
Poly collections Books	2526.00	10	2127.0	6.3308	3.5	70%	0	0	0
