Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
SEGMENT BOOKS	902.00	155	73.0	1.0881	3.5	64%	0	0	0
Cloudtail India	919.00	1,299,335	90.0	1.1086	4.5	92%	1	1	1
Atlantic Publishers and Distributors	829.00	14,542	0.0	1.0	4.5	94%	0	0	0
Bookswagon	938.00	6,390	109.0	1.1315	4	70%	0	0	0
Peacockbooks	884.00	2,803	55.0	1.0663	4.5	92%	0	0	0
Abhinav Books Store	1012.50	60	183.5	1.2214	3	53%	0	0	0
Retail Maharaj	1042.50	513	213.5	1.2575	5	98%	0	0	0
Sunrise Book store	914.00	1,360	85.0	1.1025	3.5	61%	0	0	0
MK BOOKS INDIA	1140.00	2,249	311.0	1.3752	2.5	34%	0	0	0
INFINITE BOOKS	1353.63	291	524.63	1.6328	5	99%	0	0	0
Bookswagon	936.00	6,390	107.0	1.1291	4	70%	0	0	0
Atlantic Publishers and Distributors	968.00	14,542	139.0	1.1677	4.5	94%	0	0	0
Bookswagon	936.00	6,390	107.0	1.1291	4	70%	0	0	0
Sunrise Book store	917.00	1,360	88.0	1.1062	3.5	61%	0	0	0
Bookswagon	1301.00	6,390	472.0	1.5694	4	70%	0	0	0
Sunrise Book store	1420.00	1,360	591.0	1.7129	3.5	61%	0	0	0
B2A UK	1498.00	6,928	669.0	1.807	4.5	83%	0	0	0
D R	1880.00	12,168	1051.0	2.2678	4	82%	0	0	0
Fast Media 2	2310.47	6,007	1481.47	2.7871	4	72%	0	0	0
