Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Read factor	297.00	1,516	2.57	1.0087	3.5	67%	0	0	0
Buy Amazing Books	315.00	3,536	20.57	1.0699	3	51%	0	0	0
uRead-Store	349.00	25,127	54.57	1.1853	4.5	92%	1	0	0
Amazing_Buy	349.00	17,781	54.57	1.1853	4.5	95%	1	0	1
Inetrade India	294.43	3,249	0.0	1.0	4	75%	0	0	0
Bookflow	405.00	3,100	110.57	1.3755	3.5	67%	0	0	0
ReadAhead	405.00	213	110.57	1.3755	4	79%	0	0	0
killer,sbooks	432.00	18	137.57	1.4672	5	100%	0	0	0
Royal500	438.00	875	143.57	1.4876	4.5	92%	0	0	0
BSK Book	440.00	159	145.57	1.4944	3.5	60%	0	0	0
Skycart	373.00	479	78.57	1.2669	4.5	90%	0	0	0
MK BOOKS INDIA	450.00	2,245	155.57	1.5284	2.5	34%	0	0	0
Santusti Enterprises	450.00	26	155.57	1.5284	4	81%	0	0	0
ScribbleGraffito	373.50	29	79.07	1.2686	4.5	91%	0	0	0
Book store01	430.00	11	135.57	1.4604	3	45%	0	0	0
Lot Book	662.00	176	367.57	2.2484	4.5	89%	0	0	0
iTippi Book	626.00	108	331.57	2.1261	4.5	91%	0	0	0
Bookswagon	781.00	6,375	486.57	2.6526	4	70%	0	0	0
Sunrise Book store	840.00	1,356	545.57	2.853	3.5	61%	0	0	0
Sunrise Book store	779.00	1,356	484.57	2.6458	3.5	61%	0	0	0
