Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Blossom book house	395.00	58	0.0	1.0	4	74%	0	0	0
Cloudtail India	408.00	1,299,168	13.0	1.0329	4.5	92%	1	1	1
World500	475.00	3,248	80.0	1.2025	4	76%	0	0	0
Amazing_Buy	489.00	17,783	94.0	1.238	4.5	95%	1	0	0
Crossword Bookstores Ltd	559.00	2,475	164.0	1.4152	4	74%	0	0	0
R-our Book	524.00	1,304	129.0	1.3266	4	78%	0	0	0
siddharth books	500.00	51	105.0	1.2658	2.5	36%	0	0	0
MK BOOKS INDIA	594.00	2,247	199.0	1.5038	2.5	34%	0	0	0
Inetrade India	521.48	3,250	126.48	1.3202	4	75%	0	0	0
Bookflow	608.13	3,100	213.13	1.5396	3.5	67%	0	0	0
RSONS	517.00	481	122.0	1.3089	4.5	84%	0	0	0
Randomindia	538.00	9	143.0	1.362	3.5	67%	0	0	0
Goodread Bookstore	510.00	579	115.0	1.2911	5	97%	0	0	0
ABRB	624.00	60	229.0	1.5797	4	82%	0	0	0
MONOBO BOOKS	510.00	117	115.0	1.2911	4.5	86%	0	0	0
Comma365	592.00	2,242	197.0	1.4987	4.5	95%	0	0	0
The Bookhive	559.20	43	164.2	1.4157	4	80%	0	0	0
BooksRaja	556.00	171	161.0	1.4076	4.5	85%	0	0	0
Sunrise Book store	521.00	1,356	126.0	1.319	3.5	61%	0	0	0
HERITAGE PUBLISHERS	657.00	783	262.0	1.6633	4.5	94%	0	0	0
BSK Book	659.00	159	264.0	1.6684	3.5	60%	0	0	0
SRBOOKWORLD	659.00	404	264.0	1.6684	4.5	93%	0	0	0
Suryan Books	559.00	39	164.0	1.4152	4.5	95%	0	0	0
V5MARK	537.00	8	142.0	1.3595	4	75%	0	0	0
Wish Your Book	587.16		192.16	1.4865			0	0	0
fairdealenterprise	524.25	41	129.25	1.3272	2.5	34%	0	0	0
Book store01	649.00	11	254.0	1.643	3	45%	0	0	0
Booksmandi	560.00	2,530	165.0	1.4177	4.5	89%	0	0	0
S B T books	647.00	113	252.0	1.638	4.5	88%	0	0	0
W S Retaill	645.00	34	250.0	1.6329	3.5	69%	0	0	0
Resource book store	594.00	1	199.0	1.5038	5	100%	0	0	0
CrossWord Books	643.00	116	248.0	1.6278	5	95%	0	0	0
Shreeganesh16	623.00	27	228.0	1.5772	4.5	83%	0	0	0
Buy Amazing Books	699.00	3,536	304.0	1.7696	3	51%	0	0	0
Mumbai gift corner	699.00	717	304.0	1.7696	4.5	90%	0	0	0
Winmaarc	705.00	118	310.0	1.7848	3.5	68%	0	0	0
BookInc	630.00	17	235.0	1.5949	4.5	94%	0	0	0
Abhinav Books Store	615.12	60	220.12	1.5573	3	54%	0	0	0
Kushii Radiance Bookshop	595.00	63	200.0	1.5063	4.5	84%	0	0	0
Maitry book Agency	550.00	139	155.0	1.3924	3.5	68%	0	0	0
BW ENTERPRISES	539.00	44	144.0	1.3646	4	79%	0	0	0
Books-a-zillion	629.10	89	234.1	1.5927	4	82%	0	0	0
BOOKKR	699.00	5	304.0	1.7696	3.5	60%	0	0	0
NS DISTRIBUTOR	647.00	7	252.0	1.638	4	86%	0	0	0
The Grand_Store	660.00	10	265.0	1.6709	3	50%	0	0	0
Browsers' Lounge	666.00	122	271.0	1.6861	4.5	96%	0	0	0
A to Z Book House	699.00	1,275	304.0	1.7696	3	46%	0	0	0
Special Library	746.00	57	351.0	1.8886	4	74%	0	0	0
Ambe Books	738.80	2	343.8	1.8704	3	50%	0	0	0
Ginni Books	738.90	9	343.9	1.8706	4.5	89%	0	0	0
Winmaarc	705.00	118	310.0	1.7848	3.5	68%	0	0	0
Abhinav Books Store	629.10	60	234.1	1.5927	3	54%	0	0	0
SAI BOOKS	692.00	181	297.0	1.7519	3	46%	0	0	0
famous_Books	899.00	3	504.0	2.2759	5	100%	0	0	0
Books: The Destiny Maker	874.00	285	479.0	2.2127	4	68%	0	0	0
Atlantic Publishers and Distributors	1800.00	14,537	1405.0	4.557	4.5	94%	0	0	0
Peacockbooks	1874.00	2,801	1479.0	4.7443	4.5	92%	0	0	0
Bookswagon	2037.00	6,377	1642.0	5.157	4	70%	0	0	0
B2A UK	2043.00	6,928	1648.0	5.1722	4.5	83%	0	0	0
Sunrise Book store	1948.00	1,356	1553.0	4.9316	3.5	61%	0	0	0
Sunrise Book store	2153.00	1,356	1758.0	5.4506	3.5	61%	0	0	0
